geo_id,user_Management,user_Business and Financial Operations,user_Computer and Mathematical,user_Architecture and Engineering,"user_Life, Physical, and Social Science",user_Community and Social Service,user_Legal,user_Educational Instruction and Library,"user_Arts, Design, Entertainment, Sports, and Media",user_Healthcare Practitioners and Technical,user_Healthcare Support,user_Protective Service,user_Food Preparation and Serving Related,user_Building and Grounds Cleaning and Maintenance,user_Personal Care and Service,user_Sales and Related,user_Office and Administrative Support,"user_Farming, Fishing, and Forestry",user_Construction and Extraction,"user_Installation, Maintenance, and Repair",user_Production,wf_Management,wf_Business and Financial Operations,wf_Computer and Mathematical,wf_Architecture and Engineering,"wf_Life, Physical, and Social Science",wf_Community and Social Service,wf_Legal,wf_Educational Instruction and Library,"wf_Arts, Design, Entertainment, Sports, and Media",wf_Healthcare Practitioners and Technical,wf_Healthcare Support,wf_Protective Service,wf_Food Preparation and Serving Related,wf_Building and Grounds Cleaning and Maintenance,wf_Personal Care and Service,wf_Sales and Related,wf_Office and Administrative Support,"wf_Farming, Fishing, and Forestry",wf_Construction and Extraction,"wf_Installation, Maintenance, and Repair",wf_Production,dissimilarity
NY,1.9349233928289367,3.3091138840625476,36.47922918970147,1.5558363607644918,8.118780603380191,3.1748538935397255,0.37908703206444466,15.416205970620755,12.130785026062231,1.6111198862738898,0.11846469752013883,0.12636234402148147,0.38698467856578733,0.18954351603222233,0.7581740641288893,3.3564997630706044,8.489969988943294,1.1056705101879638,,0.3474964460590742,1.0108987521718527,11.573289553160382,6.5965029816076814,3.4891752084979704,1.7358121960570971,1.2740434466553612,2.04092558735083,1.9204447012314632,7.594868412103168,3.2204758552325337,6.738503147637363,4.966901868438039,2.703106952800178,4.931966890306773,3.396181921450878,3.029833367237136,8.459358090087871,9.988695607702486,0.2012771369733414,4.08227822720714,2.336456337058169,3.2851586859406923,53.34624852044384
OH,,,51.92629815745394,,1.340033500837521,4.606365159128979,,12.144053601340035,14.321608040201006,,,,,,,1.5075376884422114,12.479061976549415,1.6750418760469015,,,,11.187806022059435,5.828027553460771,3.21133742304984,2.381355373981194,0.965093797635968,1.8663920287698987,0.9155960450898072,5.866304893361994,1.681592351170908,7.403397693090076,3.0390202384087,1.9040642616717791,5.501356217673239,3.1138979073843975,2.2738019270410392,8.443490181101609,10.382961846620589,0.2735429412453206,4.305025102431649,3.121677854518792,7.67887697673329,40.59059476118134
OK,,,100.0,,,,,,,,,,,,,,,,,,,10.84223697412956,4.95717484978996,2.6415427228634236,1.7301620460820912,0.7707228157982753,2.093577796948282,0.9756211080960262,6.321269265364396,1.559359349174616,6.741456888555028,2.8334522169172605,2.1920761836312996,5.3457563972537345,3.272527717554253,2.661783600126857,9.436091324240452,10.921143923461342,0.691437026517714,5.7078191483028515,4.324187415369861,6.08211301769832,48.67922863856829
OR,,,56.005398110661275,,4.5883940620782715,3.778677462887989,,6.747638326585695,13.090418353576247,,,,,,,2.294197031039136,11.336032388663968,2.1592442645074224,,,,12.40703781537616,5.866052545986429,3.977879083562033,3.2730403592910755,1.532968270590258,2.149755727975397,0.9208000521926384,5.9269122101725165,2.7923537784660604,6.050536379364288,4.362942655243336,1.764311188130175,5.274980439665834,2.820974011780488,2.2043294174568184,8.896701910983932,9.82688330421308,1.2102406147302294,4.349227801342246,2.7130647793503826,5.117545345926236,38.44565742959805
PA,,,46.57039711191336,1.7148014440433215,7.039711191335739,4.918772563176895,,14.124548736462096,13.222021660649819,,,,,,,2.572202166064982,8.619133574007222,1.2184115523465706,,,,11.12715275020621,6.448754541203132,3.5200564499029765,2.2114024491520405,1.3086383757777915,2.0633714535803143,1.1376386696835363,5.990020954651484,1.9339341760506348,7.616815033599162,3.8000872186000927,1.8803248931915897,5.0256788621144555,3.0962290533563146,2.4540582820873276,8.305329475214965,10.102732635928282,0.4520929729652027,4.200477155429889,3.133510239279276,5.713130805556428,39.76953790456791
RI,,,100.0,,,,,,,,,,,,,,,,,,,12.051266476340883,6.183027180379532,3.562355513790282,2.7878915643278512,1.4621021827913574,1.9803766735388808,1.0126093807504173,7.288715158054961,2.522412111294132,6.278785583358047,3.6581139167687975,1.8572842488146324,5.794097995147764,2.88686573457057,2.4014635314126864,8.242904766839008,10.102868821707144,0.3721357339631473,4.2332002958505885,2.3916375758831747,5.839833351794219,48.21882224310486
SC,,,60.681114551083596,,,4.643962848297214,,9.597523219814242,19.5046439628483,,,,,,,,5.572755417956657,,,,,11.126788489298963,5.748993034184587,2.6854011115265553,2.3076076431258317,0.6471918398518071,1.8740669896003488,1.03015076375233,5.979491552294873,1.667329566789141,6.364953735399145,2.851609575800874,2.0583545481239662,5.40684120873248,3.4330411937129255,2.5538011991008926,10.355625717451968,10.192874134935208,0.4291301492141157,4.8259658706434845,3.752981560515894,7.580862225778881,43.420537039405495
TN,,,45.18633540372671,,2.329192546583851,3.881987577639752,,13.975155279503104,20.341614906832298,,,,,,,2.329192546583851,11.956521739130434,,,,,11.396691862120251,5.626797427391195,2.7642181953393252,1.901307800907501,0.7660599229611726,1.7716896834203844,1.0110619854637146,5.81056349893389,2.2718610744766763,7.027207603953032,2.573305988229211,2.0327850756154104,5.547405604197047,3.102788154844557,2.387913154118324,8.699112833413704,10.884319751802511,0.2691420570412675,4.694517229158556,3.299248784285474,7.233951696771457,39.886007806656025
TX,1.6723218613669413,3.1507513330101786,40.72952011633544,1.9510421715947648,6.919534658264663,3.7324285021812904,0.6422685409597674,14.52981095492002,10.736791080950075,0.8725157537566648,,,0.2787203102278235,,0.23024721279689772,2.6296655356277268,9.537081919534659,0.7634512845370817,,0.20601066408143473,1.4178380998545808,11.445108553690918,6.368226837691044,3.894749838896731,2.3511128770669005,0.8957268090512067,1.4950195826140715,1.042496761353652,6.492962538892395,1.7012398068140837,5.639629387782119,2.861913579242007,2.209742622662746,5.300238946681065,3.2229832044607667,2.220428129049564,9.386517275918065,10.576212749705045,0.3588253339086758,6.0906314504533166,3.40185657156298,4.852841148860091,51.2846092617807
UT,,,42.89195775792039,1.2997562956945576,5.767668562144599,1.9902518277822907,,9.179528838342813,12.672623883021936,2.9650690495532093,,1.0966693744922826,,0.6498781478472784,1.340373679935012,6.295694557270513,11.575954508529652,0.7311129163281884,,,1.543460601137287,12.492121998111555,6.354902563052455,4.791474693696461,2.3225600946497846,1.1918250799176364,1.625428028622459,0.935974881403365,6.50722955985575,2.29377836933893,5.882905020306474,2.6526398416436296,1.8601185397540472,4.661900048917557,3.0018884452180243,2.448266839584542,8.802373070316143,11.24512246453477,0.3466889639716505,5.637236499323118,3.1737824647622945,5.112567261640672,35.523664349835876
VA,1.4567458538771851,1.1878081577767814,39.55625280143435,1.0757507844016139,9.45764231286419,2.420439264903631,0.40340654415060506,15.105333930972659,16.158673240699244,0.336172120125504,,,0.3585835948005379,,,2.1963245181532947,7.821604661586733,1.0757507844016139,,,1.389511429852084,12.851435849930525,7.89601667438629,6.636150995831404,2.3363825845298747,1.2433765632237148,1.8095414543770263,1.5760305697081982,6.55220009263548,2.2540759610930987,6.088999536822603,2.5902501157943494,2.5996526169522927,4.626053728578046,2.962552107457156,2.5345993515516443,8.041477535896249,9.518179712830014,0.3414080592867068,4.17878647522001,2.8008800370541915,3.869499768411302,52.75775375259852
VT,,,100.0,,,,,,,,,,,,,,,,,,,13.522119900969482,5.71536824082001,3.0761933408917375,2.281982461417432,1.5673083597491846,2.95414054004026,0.7045512390383859,7.7046553599111505,2.7673014183576665,6.970892431569449,3.005044077836137,1.379890788773456,5.101344316157245,3.018926860871376,2.526088063120387,7.691640250815614,9.609488882204587,0.9035377958768136,6.1619310951202015,2.569471760105509,5.299752423702539,48.46190332955413
WA,0.39640591966173344,2.1670190274841437,43.94820295983087,1.215644820295983,7.901691331923891,4.096194503171248,,15.089852008456662,8.00739957716702,0.872093023255814,,,,,,3.1976744186046515,10.597251585623681,1.374207188160677,,,1.1363636363636365,12.86881133992771,5.891128461726457,6.977528523468352,3.091545219505293,1.473393102916018,1.9826350925485257,1.0257129259225912,5.732297441570302,2.331348159962954,5.664432810671057,3.612595346204803,1.8374387404653796,5.158175012541322,2.904338654283987,2.1473830441325905,7.890408139639582,9.06414725441519,1.41095661345716,4.702108228393554,2.976010701928148,4.189624789370104,46.36337086588138
WI,,,55.39772727272727,,,,,5.397727272727273,25.568181818181813,,,,,,,,13.636363636363635,,,,,11.080240965983986,6.078819419793223,3.3692444146648604,2.588784474948888,1.3239191750386303,1.7456390921603608,0.7102496261284442,6.116869091136324,1.6421884809936491,6.564631603605525,3.3230155362402676,1.5586624182774524,4.738672697904913,2.8451208248828492,2.185811300457938,8.023376828175472,10.33446086429354,0.76416695920964,4.5983829380431605,3.295696984588084,9.034784859044452,39.987760392864864
WV,,,100.0,,,,,,,,,,,,,,,,,,,8.119449891391184,4.327846772436469,2.3592872092485853,1.721499263836895,0.7271838955242604,2.668277642429404,1.0031625302883251,6.409306686209651,1.2504869240266472,8.547678940453318,4.424109176619724,2.7675771320670006,5.612798014010207,3.40496893589769,2.1608202771670597,8.6286238701712,10.296115831798284,0.3730333221093218,6.836347310528783,4.11934425363625,5.515083090696615,48.820356395375704
