geo_id,obs_artifact_academic_paper_or_thesis_pct,obs_artifact_advice_or_recommendation_pct,obs_artifact_analysis_or_summary_pct,obs_artifact_app_or_website_pct,obs_artifact_audio_or_music_pct,obs_artifact_blog_or_article_pct,obs_artifact_chart_or_visualization_pct,obs_artifact_code_fix_or_debug_pct,obs_artifact_config_or_infra_pct,obs_artifact_creative_writing_pct,obs_artifact_data_or_spreadsheet_pct,obs_artifact_document_or_report_pct,obs_artifact_educational_material_pct,obs_artifact_email_or_message_pct,obs_artifact_explanation_or_answer_pct,obs_artifact_game_or_interactive_pct,obs_artifact_idea_or_brainstorm_pct,obs_artifact_image_or_graphic_pct,obs_artifact_marketing_or_social_content_pct,obs_artifact_math_or_calculation_pct,obs_artifact_ml_or_ai_system_pct,obs_artifact_none_pct,obs_artifact_other_pct,obs_artifact_plan_or_strategy_pct,obs_artifact_presentation_or_slides_pct,obs_artifact_recipe_or_meal_plan_pct,obs_artifact_resume_or_job_application_pct,obs_artifact_script_or_snippet_pct,obs_artifact_sql_or_database_query_pct,obs_artifact_translation_pct,obs_artifact_ui_or_design_mockup_pct,obs_artifact_video_or_animation_pct,exp_artifact_academic_paper_or_thesis_pct,exp_artifact_advice_or_recommendation_pct,exp_artifact_analysis_or_summary_pct,exp_artifact_app_or_website_pct,exp_artifact_audio_or_music_pct,exp_artifact_blog_or_article_pct,exp_artifact_chart_or_visualization_pct,exp_artifact_code_fix_or_debug_pct,exp_artifact_config_or_infra_pct,exp_artifact_creative_writing_pct,exp_artifact_data_or_spreadsheet_pct,exp_artifact_document_or_report_pct,exp_artifact_educational_material_pct,exp_artifact_email_or_message_pct,exp_artifact_explanation_or_answer_pct,exp_artifact_game_or_interactive_pct,exp_artifact_idea_or_brainstorm_pct,exp_artifact_image_or_graphic_pct,exp_artifact_marketing_or_social_content_pct,exp_artifact_math_or_calculation_pct,exp_artifact_ml_or_ai_system_pct,exp_artifact_none_pct,exp_artifact_other_pct,exp_artifact_plan_or_strategy_pct,exp_artifact_presentation_or_slides_pct,exp_artifact_recipe_or_meal_plan_pct,exp_artifact_resume_or_job_application_pct,exp_artifact_script_or_snippet_pct,exp_artifact_sql_or_database_query_pct,exp_artifact_translation_pct,exp_artifact_ui_or_design_mockup_pct,exp_artifact_video_or_animation_pct,dissimilarity
GA,0.6,14.28,5.76,3.84,0.04,0.38,1.61,2.09,1.39,1.93,2.87,14.27,1.63,6.12,16.97,0.37,0.76,0.87,2.63,1.24,0.27,6.84,0.16,4.85,1.64,0.89,2.22,2.05,0.29,0.28,0.7,0.18,0.7265041556861948,15.086861950131764,6.010347658625581,3.3467707277518755,0.0249189134400973,0.45919217514696936,1.6348266774782076,2.1418295155078044,1.2814281370362863,1.733321508210014,2.7624021893371165,14.03216197040341,1.6980154064463813,6.006115953780661,17.647937360632472,0.3687401175755117,0.8535607135617271,0.7546006486924792,2.417908980336509,1.4624528684370561,0.29643827285627405,6.6627883640786525,0.14065781471721062,4.446248733022501,1.4515771335901075,0.9196513277924182,2.0160227042367724,2.1937218730995336,0.2806436245692276,0.3162092033245489,0.6674488141090613,0.1558787755929455,2.6489570241232476
HI,0.63,15.12,6.42,2.94,0.05,0.44,1.84,1.59,1.12,2.28,2.91,15.64,1.43,6.69,16.98,0.25,0.52,0.58,3.13,1.32,0.25,7.02,0.14,4.69,1.1,0.66,1.02,2.03,0.14,0.27,0.66,0.16,0.7413839422000611,15.092909331433805,5.980437569960314,3.248851124453037,0.024994403174926228,0.469620433499542,1.6077826396662258,2.0423852650859873,1.2306421084766457,1.7712424951663788,2.711009463722398,14.028245649740509,1.8025348529561411,5.994149791391065,17.963069095349546,0.3712608120484379,0.8520586140225909,0.7404039890098708,2.417234150808995,1.434920118042129,0.29044469319222554,6.726514704385877,0.14045792205149077,4.397169024117227,1.4322855398392185,0.9460761168210033,2.0243655235575457,2.1141864251551854,0.2704263763101659,0.3228665920423323,0.6505372952070825,0.15668871476544216,5.039662155286456
IA,0.91,13.97,5.77,3.63,0.0,0.45,1.39,2.62,1.85,2.37,2.53,14.13,2.62,4.31,19.51,0.52,0.94,0.71,2.33,1.59,0.19,6.42,0.1,3.79,1.49,1.0,1.46,1.88,0.52,0.23,0.65,0.13,0.764559942422373,14.678630475015423,5.973004318322023,3.4700318733292224,0.02455994242237302,0.47556241003495797,1.6349845774213454,2.322595105901708,1.350011309891014,1.7226002467612584,2.70296319144561,13.71201110425663,2.0043234628829936,5.7680855439029415,17.86856672835698,0.3878233600658031,0.8433302488176023,0.7418805264240181,2.3546298581122764,1.483850503804236,0.3065576804441703,6.872733909109604,0.13620604565083286,4.320884227842895,1.4964959901295498,0.7768651038453629,2.0327832613613,2.326343820686819,0.29827678387826445,0.3144509561998766,0.6762255809171294,0.1555439029405717,5.198840222085134
ID,0.19,14.49,5.79,4.13,0.06,0.56,1.53,1.94,1.78,2.16,3.22,15.99,1.25,4.97,16.68,0.34,0.69,0.69,3.47,1.35,0.25,6.48,0.09,4.29,1.03,1.25,1.41,2.41,0.41,0.16,0.78,0.16,0.7129471960704055,14.657315800245598,6.013691158411789,3.5620947605403197,0.024504707327056903,0.4503960294719607,1.6438948014735986,2.3986604584527225,1.4043686041751944,1.6894340974212037,2.826341588211216,14.032233933688092,1.6158892754809666,5.974656160458452,17.51836676217765,0.371545231273025,0.8231856324191572,0.7671408104789195,2.3459424887433484,1.532681129758494,0.3049426934097421,6.6155699959066725,0.14109598853868202,4.376073475235366,1.466303724928367,0.918810888252149,1.977687269750307,2.3756446991404014,0.3082286123618502,0.3083411788784282,0.684598853868195,0.15435837085550558,5.601515554645926
IL,0.74,15.7,5.85,3.15,0.03,0.44,1.6,2.31,1.18,1.41,2.67,12.92,1.83,5.71,18.62,0.36,0.86,0.62,2.11,1.76,0.26,7.07,0.25,4.25,1.54,0.94,2.3,2.21,0.26,0.36,0.61,0.12,0.7283503679476695,15.338629394930495,5.952146361406377,3.287134096484055,0.02472710547833197,0.45739677023712183,1.6151727309893698,2.101667007358953,1.2606858135731807,1.7131050695012262,2.72199202780049,13.793436222403919,1.7722618560915777,5.950278004905969,18.029966271463607,0.36799264104660656,0.8493049877350775,0.7420257563368764,2.346509607522486,1.4539401062959934,0.2925511038430089,6.72403004905969,0.14056009811937856,4.396679272281275,1.4331316434995909,0.9560629599345869,1.9887019623875715,2.161202984464431,0.27628781684382664,0.31348937040065405,0.6541639411283727,0.15358646770237125,2.49862172935405
IN,0.84,13.99,5.14,3.05,0.01,0.34,1.4,2.7,1.32,1.94,2.46,13.53,2.14,5.01,18.04,0.59,0.79,0.89,2.63,1.72,0.24,10.41,0.12,3.52,1.24,0.79,1.91,2.1,0.31,0.21,0.51,0.11,0.7444783474887278,14.808146167557927,5.963177099716891,3.364893572402222,0.02556254587396456,0.4663195973576593,1.615386389850057,2.2163625878158735,1.3298500576701264,1.7515350739226165,2.688692460941595,13.915577225542622,1.8093782111775192,5.8337265387438375,18.036770472895032,0.3796655132641291,0.8467390164621996,0.7364097724651356,2.3531204781377784,1.4542141134528672,0.3017689000733982,6.857895564642968,0.14134843242109674,4.36057460417322,1.4371353675159897,0.8769864737338781,2.000260039844814,2.2550875537380723,0.2867631330607109,0.31935199748348525,0.6633847121736395,0.156730628080109,5.582053056516723
KS,0.75,15.07,5.11,4.18,0.0,0.39,1.2,2.02,1.14,2.56,2.98,13.02,1.68,5.2,20.0,0.36,0.69,0.78,2.17,1.32,0.33,6.98,0.12,3.94,1.05,0.78,2.2,2.26,0.51,0.36,0.75,0.09,0.7397403393988962,14.963176242077287,5.931194029850746,3.4078276426088734,0.0246105090983439,0.46421692905336337,1.6063238601512986,2.2421519116745046,1.307407483132284,1.7506747086485386,2.725652218360254,13.873052545491724,1.738969535882233,5.957019014516459,17.90657943160908,0.3741842159067676,0.8482048660805562,0.7504866080556123,2.3586740952770393,1.4720639950930283,0.29707421795133926,6.709948885708444,0.13983438969535886,4.3390308730321,1.445851564097322,0.9498323451236966,1.9965242281741977,2.24561234921284,0.28993968513596396,0.3194510325086895,0.6655274994888571,0.15605704354937644,4.945232058883664
KY,0.5,14.16,6.23,3.66,0.07,0.5,1.05,2.62,1.95,2.86,2.45,13.8,1.4,4.62,17.46,0.88,1.02,1.12,3.21,1.36,0.24,7.23,0.21,4.71,1.09,0.95,1.21,2.28,0.29,0.17,0.59,0.1,0.7412848423194303,14.497329603255341,6.025077314343846,3.3940325534079343,0.02622990844354018,0.46917293997965415,1.625546286876908,2.2196500508647,1.3425300101729398,1.8027527975584936,2.772374364191251,14.128605289928789,1.6452258392675485,6.051761953204474,17.72147609359105,0.37658901322482197,0.847763987792472,0.7640925737538149,2.419271617497457,1.48818006103764,0.3026714140386572,6.728369277721262,0.14672126144455744,4.365113936927773,1.4431342828077316,0.8943468972533063,2.040361139369278,2.2681149542217702,0.28963580874872835,0.32825127161749745,0.669910478128179,0.16146592065106816,5.414056968463887
LA,1.01,14.04,5.47,3.83,0.0,0.49,1.44,2.43,1.46,2.22,2.66,14.12,2.03,5.9,18.24,0.47,1.01,1.1,2.14,1.23,0.28,7.06,0.19,4.14,1.08,0.76,1.25,2.64,0.25,0.23,0.72,0.09,0.7485503710480838,14.782741689539495,6.0386052658330795,3.329556775439667,0.02487851987394531,0.46771576700213474,1.6165426451153806,2.134014435295314,1.2706109586255976,1.7563993087323369,2.753759276202094,14.039402256785603,1.7874778896004877,6.059451052150047,17.944051031818645,0.37262173426857786,0.8396929958320626,0.7558290129104399,2.340337501270713,1.4887760496086206,0.2957039747890617,6.76821185320728,0.14312391989427672,4.307839788553419,1.4337836738843142,0.8881203618989529,1.9956063840601808,2.200361898952933,0.28256988919385995,0.32116295618582896,0.6535437633424824,0.1560923045643997,3.8174036799837334
MA,1.33,15.2,6.41,2.84,0.02,0.46,1.78,2.07,1.14,1.33,2.73,13.08,2.01,6.08,18.83,0.37,0.88,0.55,1.71,1.75,0.25,6.54,0.15,4.14,1.59,0.88,2.4,2.31,0.2,0.29,0.57,0.12,0.7534718281313336,15.000755978921765,6.003852857721928,3.2833694770976893,0.024728415079043366,0.4704925010133764,1.6175445885691118,2.096802796919335,1.2540585731657887,1.7509758816376162,2.7412900283745434,13.888920753952169,1.8685903931901096,5.981937576003241,17.987587150385085,0.3734920956627481,0.8481637616538302,0.7456982164572354,2.3512079448723138,1.471704499391974,0.2944112282124038,6.77721321443048,0.14077725982975273,4.359384880421564,1.4419821645723552,0.8899148763680582,2.0084120389136597,2.165184434535873,0.27722030806647746,0.3202877989460883,0.6521341710579652,0.1555877584110255,3.4236131941629497
MD,0.78,14.8,5.56,3.29,0.02,0.37,1.58,2.24,1.31,2.0,2.36,14.18,2.16,6.02,17.68,0.31,0.81,0.88,2.32,1.74,0.25,6.32,0.09,4.27,1.61,0.9,2.52,2.43,0.2,0.2,0.65,0.15,0.7601870679137859,15.023606140707605,5.93254981699878,3.2733824725498164,0.025322285481903208,0.48118239121594136,1.6038796258641728,2.0956608377389183,1.2485390402602683,1.8269865799105327,2.6894367629117526,13.934144977633185,1.8260044733631557,6.010503253355022,17.870746238308254,0.3783702724684831,0.8674786498576655,0.7403985359902401,2.443861325742172,1.4331364375762508,0.29536193574623826,6.706714111427407,0.13995119967466452,4.379074827165515,1.446251525010167,0.9209028060187069,2.0668320455469704,2.151287108580725,0.27456283041886953,0.3321797478649857,0.6581557543716957,0.16034465229768202,2.345183509556728
ME,0.52,15.38,6.52,3.33,0.0,0.98,1.74,1.88,1.13,2.35,2.81,13.74,2.06,5.3,18.57,0.47,1.08,0.56,1.83,1.59,0.23,6.52,0.09,4.13,1.22,0.98,1.59,2.06,0.61,0.23,0.47,0.0,0.7485232461602328,15.157161685346619,5.8962183478621855,3.315968244084683,0.0248744292237443,0.46759236197592374,1.6047716894977175,2.0946980074719805,1.2306081361560817,1.7489912826899134,2.693476546284766,13.888257575757576,1.8141158156911585,5.891971772519719,18.1746897052719,0.3709952262349523,0.8514092984640932,0.7478580323785804,2.4141085512660863,1.4353154836031552,0.2973505603985056,6.678586550435866,0.1378476546284766,4.368533623910337,1.4750612287256128,0.8279223744292239,2.0215846824408468,2.1964300539643014,0.28100664176006646,0.32026255707762563,0.6648650892486511,0.15631901203819015,3.84405303030303
MI,0.64,16.04,5.85,3.64,0.03,0.41,1.41,2.54,1.33,2.15,2.56,13.3,1.4,5.21,18.75,0.47,0.98,0.74,2.39,1.35,0.31,6.44,0.15,4.36,1.08,0.78,1.85,2.47,0.26,0.28,0.66,0.18,0.7076640260004063,15.483119033109894,5.955992281129393,3.3758917326833227,0.02499695307739184,0.4414127564493196,1.6303930530164537,2.219783668494821,1.3290310786106032,1.6675096485882595,2.7178021531586434,13.778350599228114,1.6149146861669716,5.815309770465162,18.032818403412556,0.36412350192971765,0.8417113548649198,0.7440869388584198,2.3278600446881987,1.4603798496851517,0.3003879748121065,6.608915295551493,0.14007515742433477,4.425967905748527,1.4267408084501318,0.9383252082063783,1.9574487101360958,2.256059313426772,0.28641377209018903,0.3057180580946578,0.6657647775746497,0.1524497257769653,2.907891529555145
MN,0.58,16.1,5.37,3.19,0.04,0.49,1.73,2.18,1.46,2.07,2.21,12.49,1.51,5.69,19.84,0.43,1.04,0.82,2.2,1.44,0.28,7.2,0.12,4.28,1.14,1.1,1.83,2.11,0.13,0.2,0.63,0.12,0.707661968974957,15.840312278211501,5.890942917976275,3.323843658116192,0.024240089222346155,0.4452864240089224,1.6199340971306908,2.1648301733752415,1.288239886444287,1.6622194058602868,2.689941194362771,13.633268782317755,1.7253553685491234,5.811774308019873,18.079086484842342,0.3646030619486971,0.8442674642603673,0.7271327182398865,2.3166845787285824,1.4429189901652641,0.2936794078880665,6.646413870019265,0.13660448139511308,4.418787387204705,1.4245300618473082,0.9425702119030722,1.952206225286425,2.186361147723817,0.279331846294231,0.30427861705363485,0.6597333468518707,0.15015208354456053,3.83946010341681
MO,0.57,15.29,5.69,3.52,0.03,0.45,1.32,2.32,1.64,2.41,2.52,13.62,1.56,5.18,17.17,0.58,0.86,0.7,2.56,1.44,0.33,7.25,0.17,4.45,1.35,1.12,2.15,2.37,0.32,0.27,0.62,0.16,0.7205571907033391,15.155571907033394,5.941547751953721,3.404654419973613,0.025110118745559736,0.4524337765147671,1.6287181569065263,2.2413873947021212,1.3323962245001522,1.7113183801887755,2.7338374099259117,13.843399979701612,1.6575753577590586,5.878142697655537,17.840936770526746,0.3703998782096824,0.8504120572414495,0.7490500355221762,2.3623607023241657,1.4638363950065971,0.30098345681518324,6.666443722724045,0.14080584593524817,4.453566426469097,1.4450735816502593,0.9425190297371361,1.9897665685578005,2.2654399675225823,0.28912615447071965,0.312672282553537,0.6720389729016546,0.15510199939104846,2.8797944788389307
MS,0.66,12.62,5.93,4.75,0.05,0.41,1.84,2.71,1.58,3.22,3.01,15.64,2.55,3.88,15.69,0.56,1.12,1.02,2.15,1.74,0.31,7.61,0.2,4.29,0.97,1.02,1.48,2.35,0.05,0.1,0.46,0.0,0.7766296980899571,14.148226535222838,6.064134319162047,3.473493530499076,0.025991990141712884,0.49367221195317307,1.6209016225097557,2.2883507907167795,1.342827069213391,1.9016091599917848,2.824865475456973,14.35382830149928,1.686066954200041,6.3126073115629495,17.25324501951119,0.38350174573834467,0.84733415485726,0.7841219963031424,2.4767991373998774,1.5355781474635453,0.30494043951530087,6.625797905113987,0.14576093653727668,4.221768330252619,1.4783744095296778,0.7300400492914356,2.096338057095913,2.307302320805093,0.29989422879441363,0.34477510782501536,0.6806941877182173,0.16708975148901212,8.179199527623744
MT,0.45,14.4,6.03,3.11,0.0,0.13,1.82,1.88,1.69,2.27,3.37,17.38,1.17,5.97,16.6,0.71,1.3,0.52,2.92,0.97,0.39,5.64,0.13,3.89,1.36,0.97,1.04,2.33,0.39,0.06,0.71,0.39,0.763285386700021,14.189860329372527,6.076537419220348,3.4834229726912658,0.02623514696685429,0.48669272461955393,1.6401521784448614,2.3516020429435067,1.397173233270794,1.8497540129247452,2.823954554930165,14.642316030852616,1.6576912653741924,6.111404002501564,17.19968834688347,0.38180321033979575,0.8294736293516783,0.7689368355222015,2.449128622055452,1.5372858036272672,0.3115634771732333,6.422038774233896,0.1430769230769231,4.3011444652908075,1.4628778403168654,0.7784980195955807,2.0606764644569524,2.3638607462997703,0.30565040650406505,0.33590681676047535,0.680144882218053,0.1652053366687513,6.268843026891808
NC,0.56,15.44,5.74,3.67,0.04,0.49,1.58,2.03,1.48,2.02,2.78,14.04,1.68,5.73,16.63,0.44,0.98,0.8,2.69,1.34,0.29,6.8,0.18,4.56,1.33,1.13,2.2,2.03,0.23,0.21,0.67,0.2,0.727052386260006,15.18426182997264,5.971022393352923,3.3582662883777488,0.025191002127875162,0.4607244908298713,1.629298814469551,2.1690069915898267,1.2999361637450597,1.754251697233762,2.7672520012159283,13.949914884993415,1.657978518593576,5.991186543722766,17.62990272570676,0.36950450906880133,0.856290404296281,0.7536812240348565,2.4292258587496205,1.46547269226872,0.29748505421015303,6.619793292126864,0.14100516769682844,4.446548789137703,1.4497791062924308,0.9281021380079033,2.0279086026953084,2.2064292228189277,0.28245516263045894,0.3198328098084912,0.6707569155942851,0.1575610497517479,2.4361414530347543
