geo_id,AI agent design,AI app building,AI image generation,API debugging,Account and billing,Accounting and bookkeeping,Automated pipelines,Backend architecture,Booking and scheduling,Business operations,Buying and investing,CRM,Career interview prep,Career navigation,Code design,Companionship and conversation,Cooking,Customer support and service,Dashboards and charts,Data analysis,Destination research,Document transformation,Editing and rewriting,Education and learning — other,Emotional Wellbeing and Support,Entitlements and rules,Fiction writing,Financial modeling,Finding the best price,Formatted writing,Gaming,Home renovation,Homework,Instructional design,Math and CS theory,Media discovery,Medical Questions,Outdoor and garden,Promotional writing,Quant trading,Reference and fact-finding,Reference documentation,Research and evidence,Science,Self-presentation writing,Self-reflection,Server infrastructure,Shell and systems code,Slide decks,Software development — other,Software how-to,Starting a business,Structured extraction,Trend tracking,Video scripts,Web front-end,Wellness and fitness,Workplace writing
GA,0.86,1.1157894736842107,1.3018867924528301,1.0,0.9411764705882353,0.9622641509433962,0.8839285714285713,1.12,0.8363636363636363,1.0173611111111112,0.9154929577464789,1.0892857142857142,0.830188679245283,1.0714285714285714,1.0847457627118644,0.9240506329113923,0.9000000000000001,1.0,1.222222222222222,1.0714285714285714,1.12987012987013,0.8933333333333334,1.0148148148148148,1.0175438596491229,0.9360269360269359,0.8166666666666667,1.0113636363636365,0.93,0.8870967741935485,1.0,0.8706896551724138,0.9841269841269841,1.0475382003395586,0.9871794871794871,0.8909090909090909,1.1025641025641026,0.8980582524271845,1.0344827586206897,1.1549295774647887,0.9649122807017545,0.983050847457627,0.96,0.8045112781954887,0.9710144927536233,1.1318681318681318,1.0317460317460319,0.9425287356321839,1.0517241379310345,1.093959731543624,1.0705882352941176,0.898989898989899,1.027777777777778,0.8897637795275589,0.8571428571428572,1.1166666666666667,1.1013824884792627,1.0208333333333333,1.0037174721189592
HI,,0.9052631578947369,1.3018867924528301,,,1.169811320754717,0.6160714285714285,,1.2545454545454544,,0.9248826291079812,,,,0.8728813559322035,1.0886075949367089,1.2083333333333333,1.32,,0.8214285714285714,2.4675324675324672,1.1466666666666667,0.8666666666666666,1.0350877192982457,0.9764309764309763,0.8666666666666667,1.375,0.9,1.2258064516129032,0.7518796992481203,0.8620689655172414,1.0952380952380951,0.6264855687606112,1.0128205128205128,0.6272727272727272,1.0598290598290598,1.2233009708737863,1.0689655172413794,1.2056338028169016,1.3859649122807018,1.288135593220339,1.34,0.8796992481203006,,0.7197802197802198,0.9841269841269841,0.8735632183908046,,0.7181208053691276,0.9764705882352941,0.9797979797979798,0.9583333333333334,0.8661417322834646,1.025974025974026,0.9166666666666667,0.8755760368663594,1.1666666666666667,1.3345724907063197
IA,,0.8842105263157894,,,,,1.2053571428571428,,,,0.6338028169014085,,,,1.2796610169491527,1.360759493670886,0.6666666666666667,1.44,,1.2380952380952381,,0.9066666666666667,1.3555555555555556,1.3333333333333335,0.8989898989898989,,1.1363636363636365,0.92,,1.3157894736842104,1.6810344827586208,1.5238095238095237,1.400679117147708,1.3846153846153846,1.2999999999999998,0.9230769230769232,0.7524271844660194,1.3793103448275863,1.1323943661971831,1.1228070175438598,0.8813559322033899,1.0,0.9323308270676691,2.130434782608696,0.8763736263736264,,1.2873563218390807,1.0344827586206897,1.093959731543624,1.223529411764706,0.8484848484848485,0.7416666666666666,0.7244094488188977,0.987012987012987,,0.8617511520737328,0.9114583333333334,0.7397769516728625
ID,,0.8631578947368421,,1.2352941176470589,,,1.3303571428571428,1.34,,,0.9201877934272301,,,,1.0254237288135593,1.0443037974683542,1.2083333333333333,,,0.9285714285714286,0.8701298701298702,0.9466666666666667,1.0148148148148148,,0.7272727272727273,1.1166666666666667,1.1136363636363635,1.1,,1.2105263157894737,1.3534482758620692,1.4920634920634919,0.7979626485568762,0.858974358974359,0.6090909090909091,0.9059829059829061,1.0485436893203883,1.1551724137931036,1.3802816901408452,,1.0593220338983051,1.33,0.8270676691729324,,0.6785714285714286,1.2380952380952381,1.0344827586206897,,0.6845637583892618,1.388235294117647,1.1919191919191918,0.9361111111111111,1.3858267716535433,0.8701298701298702,1.3666666666666667,1.1382488479262673,0.8177083333333334,0.8029739776951673
IL,0.8,0.9578947368421054,0.7924528301886792,0.9803921568627451,0.7843137254901961,1.1132075471698113,1.044642857142857,1.16,0.9090909090909091,0.9079861111111113,1.0046948356807512,0.857142857142857,1.1132075471698113,1.0535714285714284,0.983050847457627,0.9746835443037974,1.05,0.92,1.074074074074074,1.0952380952380953,1.1428571428571428,1.04,0.9037037037037037,1.2456140350877194,1.0134680134680134,0.9333333333333335,0.7954545454545454,1.01,0.9838709677419355,0.9398496240601504,1.0,1.1587301587301586,1.1069609507640068,1.0128205128205128,1.3454545454545452,0.9658119658119658,1.0097087378640777,1.0862068965517242,0.8450704225352114,1.0701754385964912,1.0423728813559323,0.94,1.0977443609022555,1.0579710144927537,1.0686813186813187,1.0476190476190477,0.9885057471264368,1.0689655172413794,1.0335570469798658,0.9176470588235295,0.9191919191919192,0.9055555555555554,0.9291338582677164,0.9090909090909091,0.7,0.9078341013824885,0.9947916666666666,0.9591078066914499
IN,1.06,1.1789473684210527,0.8490566037735849,1.196078431372549,0.7450980392156863,1.1132075471698113,1.0803571428571428,0.94,0.6545454545454544,,0.8967136150234741,0.6428571428571428,1.1132075471698113,0.9107142857142857,1.2457627118644068,0.9620253164556962,0.75,0.8,1.0555555555555554,1.4166666666666667,0.5584415584415584,1.0266666666666666,1.0296296296296295,1.0701754385964912,0.9360269360269359,0.8833333333333334,1.1477272727272727,0.69,0.8064516129032259,1.0676691729323307,1.163793103448276,1.3174603174603174,1.5874363327674024,0.9871794871794871,1.4272727272727272,1.2393162393162394,0.8203883495145631,1.0,0.7661971830985916,0.7543859649122807,0.7966101694915254,0.81,1.1428571428571428,1.4782608695652175,1.1181318681318682,0.7777777777777778,0.9540229885057471,1.6896551724137931,1.1879194630872483,1.2470588235294118,0.8383838383838383,0.7194444444444444,0.7716535433070866,0.8831168831168832,0.75,0.9723502304147466,0.78125,0.8810408921933086
KS,,,,1.1764705882352942,,,0.8392857142857142,,,,0.755868544600939,,,,1.1779661016949152,1.5886075949367087,0.7166666666666667,,1.3148148148148147,0.8928571428571429,,1.1466666666666667,0.9407407407407407,1.0526315789473684,1.0976430976430975,1.0,1.1477272727272727,0.56,,0.8421052631578948,1.646551724137931,1.3650793650793651,0.9796264855687606,1.1025641025641024,1.0909090909090908,1.982905982905983,1.0533980582524272,1.2241379310344829,0.9830985915492959,1.7719298245614037,1.305084745762712,1.2,0.9022556390977443,0.9275362318840581,0.9258241758241759,1.1904761904761905,1.252873563218391,1.0344827586206897,0.8322147651006712,0.9647058823529412,1.101010101010101,0.8638888888888888,0.8267716535433071,0.7792207792207791,,0.9861751152073733,0.7239583333333333,0.7509293680297398
KY,1.14,0.768421052631579,1.150943396226415,1.2549019607843137,,1.2641509433962264,1.8928571428571428,1.4,,,0.8215962441314555,,,1.0178571428571426,1.0508474576271187,1.1708860759493671,0.9833333333333333,1.14,1.1296296296296295,0.9761904761904762,0.7012987012987013,0.7599999999999999,0.9629629629629629,1.280701754385965,0.9663299663299663,0.8500000000000001,1.7159090909090908,0.79,0.7258064516129032,1.3458646616541352,1.4827586206896552,1.3968253968253967,1.0780984719864177,1.3974358974358976,0.8545454545454544,2.247863247863248,0.9563106796116504,1.206896551724138,0.9802816901408451,1.3333333333333335,1.152542372881356,1.03,0.7518796992481203,,0.771978021978022,1.253968253968254,1.0114942528735633,,0.6912751677852349,1.3176470588235296,1.2828282828282829,0.9583333333333334,0.7165354330708662,1.025974025974026,0.75,1.1428571428571428,0.8333333333333334,0.6171003717472119
LA,1.26,0.8210526315789475,0.7358490566037735,0.9215686274509803,,1.0377358490566038,0.5357142857142857,0.84,,,0.7981220657276995,1.0357142857142856,,1.0714285714285714,1.0677966101694916,1.3544303797468356,0.9166666666666667,1.0,1.0185185185185186,1.0,1.051948051948052,1.2933333333333332,0.9703703703703703,1.2456140350877194,0.9865319865319865,1.2666666666666668,1.3068181818181817,0.97,0.8387096774193549,1.300751879699248,1.1293103448275863,0.8253968253968255,1.101867572156197,1.5128205128205128,0.6454545454545454,1.5213675213675215,0.9757281553398057,1.3965517241379313,0.9070422535211269,0.9649122807017545,0.9745762711864406,1.39,0.8872180451127819,0.8405797101449275,0.9697802197802197,0.7936507936507936,0.689655172413793,1.0862068965517242,1.0201342281879195,0.8941176470588236,0.686868686868687,0.9444444444444444,0.968503937007874,0.8181818181818181,0.9166666666666667,1.1428571428571428,1.0208333333333333,0.7769516728624535
MA,0.96,0.9789473684210527,0.7924528301886792,1.1176470588235292,1.0,0.6226415094339622,0.7857142857142857,0.8,1.1272727272727272,0.78125,0.9718309859154929,0.9821428571428571,1.2264150943396226,0.9821428571428571,1.0593220338983051,0.8291139240506329,1.05,0.72,1.222222222222222,1.4404761904761905,1.038961038961039,0.9733333333333333,1.274074074074074,1.0175438596491229,0.9191919191919191,1.0833333333333335,0.8181818181818181,1.21,0.9838709677419355,0.9172932330827067,0.8448275862068966,0.9523809523809523,1.2478777589134125,1.0256410256410258,1.3727272727272726,0.7692307692307693,0.970873786407767,1.1551724137931036,0.7661971830985916,0.8070175438596492,0.8135593220338984,0.84,1.6917293233082706,1.3623188405797102,1.3461538461538463,1.0634920634920635,0.7471264367816092,1.310344827586207,1.3355704697986577,0.7882352941176471,0.898989898989899,0.888888888888889,1.015748031496063,1.0,0.5833333333333334,0.7465437788018434,0.9270833333333334,1.0631970260223047
MD,0.84,0.8526315789473685,0.9433962264150942,0.7450980392156863,0.9607843137254901,0.9622641509433962,0.7499999999999999,0.96,0.8363636363636363,,0.9624413145539906,0.8928571428571428,1.0188679245283019,1.0178571428571426,1.1355932203389831,0.9936708860759493,0.9166666666666667,1.04,0.7777777777777777,0.9523809523809524,1.155844155844156,0.9733333333333333,1.0296296296296295,0.7543859649122807,1.1481481481481481,1.1333333333333335,1.0795454545454546,0.84,1.0483870967741935,1.2406015037593983,1.1120689655172415,1.1746031746031746,1.0611205432937183,1.0384615384615385,1.1818181818181817,1.1111111111111112,0.8543689320388349,0.8448275862068966,0.8957746478873241,0.9473684210526317,1.1016949152542375,0.92,1.1654135338345863,1.1449275362318843,1.1840659340659339,0.8412698412698413,1.0344827586206897,0.9655172413793105,1.0671140939597317,0.8,1.0101010101010102,0.9583333333333334,0.9291338582677164,1.2727272727272727,0.8666666666666667,0.8479262672811061,1.0052083333333333,1.100371747211896
ME,,,,,,,1.357142857142857,,,,0.7136150234741785,,,,0.9152542372881357,1.120253164556962,1.425,,,1.4285714285714286,,,1.0814814814814815,,1.1919191919191918,,1.3636363636363635,1.08,,0.7142857142857142,0.9827586206896551,,0.9134125636672327,1.3846153846153846,1.1545454545454545,1.3504273504273505,1.0776699029126213,2.189655172413793,0.9633802816901409,,1.2372881355932204,1.2,0.857142857142857,,0.7115384615384615,,1.0919540229885056,,0.7248322147651007,,1.2121212121212122,0.95,1.1968503937007875,,,1.1935483870967742,0.6614583333333334,1.3643122676579926
MI,0.94,0.9368421052631579,0.9245283018867924,0.8431372549019608,0.8431372549019608,0.8490566037735849,1.2053571428571428,0.98,0.8545454545454544,0.9496527777777778,0.9154929577464789,0.7142857142857143,0.8113207547169811,0.9464285714285714,1.1779661016949152,1.10126582278481,0.9666666666666667,0.9,0.8703703703703702,0.9880952380952381,0.8571428571428572,1.0933333333333333,1.1407407407407406,0.8947368421052633,0.9562289562289561,0.8666666666666667,0.9659090909090908,0.81,0.8064516129032259,1.0676691729323307,1.3793103448275863,1.5873015873015872,1.2190152801358234,1.051282051282051,1.0181818181818183,1.2649572649572651,0.9320388349514562,1.2586206896551724,0.8929577464788733,0.7894736842105264,0.9576271186440678,0.9,0.9548872180451128,1.2463768115942029,0.989010989010989,0.8730158730158731,0.896551724137931,1.2758620689655173,1.0335570469798658,1.2470588235294118,0.9393939393939394,0.875,0.8818897637795277,0.935064935064935,0.7833333333333333,1.1612903225806452,0.8489583333333333,0.8364312267657993
MN,0.92,0.8526315789473685,0.8490566037735849,1.0196078431372548,1.0784313725490198,0.9245283018867924,1.0267857142857142,1.16,1.0545454545454545,,1.0704225352112675,0.9285714285714285,0.8679245283018868,0.857142857142857,1.033898305084746,1.2341772151898733,1.4,1.12,0.7777777777777777,0.9523809523809524,0.7532467532467532,0.6133333333333334,0.9407407407407407,0.912280701754386,1.0606060606060606,1.1833333333333333,1.0340909090909092,1.1,0.7419354838709677,0.9624060150375939,1.1551724137931036,1.2063492063492063,0.8794567062818336,0.9487179487179487,0.8363636363636363,1.3076923076923077,1.1650485436893203,1.310344827586207,0.9323943661971832,0.7719298245614036,1.1186440677966103,1.04,1.0225563909774436,1.0144927536231885,0.7967032967032966,1.0952380952380951,1.2988505747126435,0.8620689655172414,0.9194630872483223,1.1176470588235294,1.090909090909091,1.0555555555555556,0.8188976377952756,1.051948051948052,0.9166666666666667,0.9631336405529953,1.03125,0.933085501858736
MO,1.34,1.063157894736842,0.830188679245283,0.9411764705882353,0.5882352941176471,0.9811320754716981,1.4464285714285714,1.12,0.8727272727272726,,0.8028169014084507,1.1607142857142856,0.5660377358490566,1.107142857142857,1.0847457627118644,1.120253164556962,0.9916666666666667,1.12,1.1666666666666665,0.9285714285714286,0.7012987012987013,1.0266666666666666,1.0222222222222221,1.0526315789473684,0.9966329966329965,0.6833333333333333,1.5,0.76,0.8387096774193549,0.8646616541353382,1.517241379310345,1.126984126984127,0.9541595925297115,1.1666666666666667,0.7,1.2991452991452992,0.970873786407767,1.5517241379310347,1.0225352112676056,0.4912280701754387,1.0084745762711864,1.05,1.1729323308270676,0.8985507246376813,0.8846153846153847,1.1746031746031746,1.206896551724138,1.3275862068965518,0.9194630872483223,1.0,0.8787878787878788,0.986111111111111,0.8818897637795277,0.961038961038961,1.0166666666666666,0.9493087557603688,0.8020833333333334,0.8364312267657993
MS,,1.305263157894737,,,,,,,,,0.676056338028169,,,,,0.9113924050632911,0.9250000000000002,,,,,1.5733333333333333,1.3555555555555556,,0.8148148148148148,,1.7045454545454546,,,1.8646616541353382,1.2413793103448276,,1.5755517826825127,2.4358974358974357,0.9545454545454545,1.8461538461538465,0.6359223300970874,1.6896551724137931,1.123943661971831,,1.1101694915254239,,0.8872180451127819,,0.934065934065934,,1.206896551724138,,0.8322147651006712,1.388235294117647,,0.6,0.9291338582677164,,,1.534562211981567,0.6145833333333334,0.8513011152416358
MT,,,,,,,,,,,0.7652582159624413,,,,,0.8734177215189872,1.15,,,,,,,,0.8787878787878787,,,1.38,,0.9774436090225563,1.6810344827586208,,0.8438030560271647,,,,0.9077669902912622,,0.8028169014084507,,1.033898305084746,1.38,1.0375939849624058,,0.8489010989010989,,,,,,1.3131313131313131,0.9944444444444445,1.1574803149606299,,,0.8986175115207373,0.71875,1.3308550185873607
NC,1.02,1.0210526315789474,0.9433962264150942,1.0980392156862746,0.8823529411764706,1.150943396226415,0.9732142857142857,1.0,0.6909090909090908,0.9201388888888888,0.9154929577464789,0.8214285714285714,1.0,0.9107142857142857,0.864406779661017,1.0379746835443038,0.9916666666666667,1.02,0.9444444444444444,1.1785714285714286,0.7662337662337662,0.9866666666666667,1.0222222222222221,0.9473684210526317,1.0,0.8833333333333334,1.0113636363636365,0.96,0.9193548387096774,1.0676691729323307,1.0689655172413794,1.2857142857142858,1.0305602716468591,1.2435897435897436,0.9636363636363636,1.1965811965811965,0.9757281553398057,1.310344827586207,1.1267605633802817,1.0701754385964912,1.0,1.07,0.9849624060150376,1.0434782608695652,1.0192307692307692,0.9523809523809523,1.0344827586206897,0.8793103448275863,1.080536912751678,0.8588235294117647,0.8484848484848485,0.9166666666666666,0.8897637795275589,1.1818181818181819,0.95,0.967741935483871,0.921875,0.9739776951672863
ND,,,,,,,,,,,,,,,,,,,,,,,,,0.8787878787878787,,,,,,,,1.3599320882852293,,,,,,0.7859154929577465,,,,,,1.1483516483516483,,,,2.1073825503355708,,,,,,,,,
NE,,1.2210526315789474,1.4150943396226414,1.2156862745098038,,1.2641509433962264,,,,,0.8779342723004696,,,,1.093220338983051,1.1075949367088607,1.0416666666666667,1.5,1.3148148148148147,1.380952380952381,0.922077922077922,0.8266666666666667,0.7703703703703704,,0.9259259259259258,1.45,1.8863636363636362,1.0,,0.8120300751879699,1.543103448275862,1.9206349206349205,0.9117147707979627,,,1.52991452991453,0.8883495145631068,2.086206896551724,0.9830985915492959,,0.983050847457627,1.21,1.0,,1.0274725274725276,,1.1954022988505748,,0.6442953020134228,0.9294117647058824,1.1313131313131315,1.0055555555555555,0.5905511811023622,1.12987012987013,1.1166666666666667,1.0921658986175116,0.890625,0.8364312267657993
NH,,1.0,,,1.3333333333333335,,1.169642857142857,,,,0.9107981220657277,,,,0.8050847457627118,0.9746835443037974,0.7916666666666666,1.44,,1.1904761904761905,1.1688311688311688,1.1466666666666667,1.037037037037037,,0.7912457912457912,1.2,1.2386363636363638,0.95,1.3870967741935483,0.6090225563909775,1.2844827586206897,1.0793650793650795,0.9439728353140917,1.564102564102564,1.109090909090909,0.888888888888889,0.8980582524271845,1.5517241379310347,1.1859154929577465,,1.0,1.09,1.2932330827067668,,0.9065934065934065,,0.9885057471264368,,1.2416107382550337,0.9058823529411765,0.7272727272727273,1.1194444444444445,0.8897637795275589,1.1168831168831168,1.4333333333333333,1.1244239631336406,0.7760416666666667,1.0408921933085502
NJ,1.22,1.1894736842105262,0.8679245283018868,0.8431372549019608,0.9215686274509803,1.1886792452830188,1.1875,1.14,1.0,0.998263888888889,1.136150234741784,1.1607142857142856,1.490566037735849,1.4285714285714286,0.9576271186440678,0.8037974683544303,0.9416666666666667,1.02,1.111111111111111,0.9523809523809524,0.8961038961038961,0.8133333333333334,0.9555555555555555,1.1403508771929827,0.946127946127946,1.15,0.7386363636363636,1.15,1.1451612903225805,0.9699248120300752,0.8706896551724138,1.1428571428571428,1.0220713073005092,0.9358974358974358,0.9545454545454545,0.6923076923076924,0.9417475728155339,0.7413793103448276,0.9323943661971832,1.2631578947368423,0.9067796610169493,0.95,0.9849624060150376,0.7391304347826088,1.1181318681318682,0.7619047619047619,0.9540229885057471,0.9655172413793105,1.1476510067114094,0.8705882352941177,0.98989898989899,1.036111111111111,0.968503937007874,1.1818181818181819,0.9666666666666667,1.055299539170507,1.078125,1.0260223048327137
NM,,0.9263157894736842,,,,,,,,,0.7746478873239436,,,,0.983050847457627,1.3291139240506329,1.475,,,1.380952380952381,,,1.6740740740740738,,1.1313131313131313,,1.625,,,1.1578947368421053,0.7586206896551725,1.7460317460317463,0.9185059422750426,1.9102564102564101,,1.2735042735042736,1.1262135922330097,,1.087323943661972,,0.7033898305084746,1.32,1.2857142857142856,1.5942028985507248,0.9532967032967034,1.4920634920634919,1.586206896551724,,0.6644295302013423,,,0.95,1.2125984251968505,,,0.8894009216589862,0.8333333333333334,1.1263940520446096
