state,d_log,log_aug,log_nov,log_feb,log_apr,d_nov_feb,d_aug_nov,d_feb_may,d_apr_may,log_count_aug,wf_Management,wf_Business and Financial Operations,tech,wf_Architecture and Engineering,"wf_Life, Physical, and Social Science",wf_Community and Social Service,wf_Legal,wf_Educational Instruction and Library,"wf_Arts, Design, Entertainment, Sports, and Media",wf_Healthcare Practitioners and Technical,wf_Healthcare Support,wf_Protective Service,wf_Food Preparation and Serving Related,wf_Building and Grounds Cleaning and Maintenance,wf_Personal Care and Service,wf_Sales and Related,wf_Office and Administrative Support,"wf_Farming, Fishing, and Forestry",wf_Construction and Extraction,"wf_Installation, Maintenance, and Repair",wf_Production,wf_Transportation and Material Moving,bachelors_plus,broadband,median_hh_income,log_gdp,ms_ai_user_share,openai_rank_2025,median_age,z_bachelors_plus,z_tech,z_log_gdp,abs_d_aug_nov
GA,0.15443984511277525,-0.2270105379476106,-0.13337109233187816,-0.035493842297493944,-0.07257069283483537,0.09787725003438422,0.09363944561573245,-0.03707685053734143,0.0,8.622093601241607,11.781981440756043,6.739799130430554,4.13101597776811,1.9929098256559272,0.9032359908830996,1.46799228063534,1.0676596551722848,6.399972767505949,2.0435031611015244,5.7478330902484105,2.260839411703314,1.9537818190931953,5.105755969171919,3.369965027941362,2.3924381947699396,9.712536336488888,10.650299239472751,0.3365719302563857,4.597278920216648,3.265542628017972,5.3060719109916406,8.77301529171874,35.41558613658026,92.37080791048396,74632,11.702372010109087,33.7,9,37.9,-0.042880566755893836,0.4634964218657946,-0.23514273805679503,0.09363944561573245
HI,0.30110465259904773,-0.1700763901926437,-0.17247475211155194,0.051378546957021744,0.14842000511827322,0.22385329906857368,-0.002398361918908243,0.07964971544938226,-0.017391742711869218,6.529418838262226,9.763788959847869,5.2495002508104545,2.5738393465451797,2.137653761782476,1.125876900731468,2.1858692641146393,1.1913122253251176,6.621845216258507,2.234234504031684,6.221297176697837,3.154970913474137,3.02005734949501,7.9371401618663295,4.932655521199099,3.1834210546018102,9.508186902453447,10.764335502032688,0.5646604325918827,5.3763279852059265,2.7586155262901766,2.8041357520944543,6.690275292549806,36.99971802044498,92.61649166427075,95322,11.8195542619943,30.6,21,41.4,0.1861544937364594,-0.7132123646492872,0.2915506794005736,0.002398361918908243
IA,0.06690162693587798,-0.9584997462196616,-0.8306933094143761,-0.7519162341930484,-0.8675005677047231,0.07877707522132771,0.12780643680528547,-0.1396818850907352,-0.024097551579060572,6.612041034833092,11.119399376163647,5.641668883139492,3.000640762144256,2.0939623280218584,0.993362671373649,1.8653432308919895,0.6328432913412482,6.621551369780207,1.5372851028846386,6.241023285054526,2.868740479241725,1.4466112145465095,5.144111033198733,3.120209396232802,2.5510191745049204,8.689460067219576,10.030224629446042,0.9079478685591316,5.343654036801508,3.854607442512755,7.990666634427061,8.305667722513723,31.549672848125365,89.93212153662424,71433,11.747294502190202,24.4,43,39.1,-0.6018174159526437,-0.3906921278550268,-0.03323177889481473,0.12780643680528547
ID,0.3014970726808326,-0.6871595534928172,-0.5826345756907065,-0.3850434573632099,-0.37106368139083207,0.19759111832749665,0.10452497780211067,-0.0006190234487747359,-0.014598799421152553,6.408528791059498,11.503515511936078,5.2820793801847525,2.770862104137762,2.48067082568337,0.8922554067751172,2.0167065586219493,0.7662245975825581,6.0992503302968455,1.9433309942869592,5.94876099965929,3.5243768150305623,1.6109514364842104,5.388137510293406,3.31001763363271,2.484302221880444,9.009921188021949,10.366781696481498,1.6064655941231194,6.64075558674284,3.1482068913219243,5.630372997792325,7.576053719030332,32.14258361772653,92.81248806672812,74942,11.526051686209732,28.8,37,37.8,-0.5160939005273542,-0.5643285416108254,-1.027641196378884,0.10452497780211067
IL,0.12655723570560745,-0.12655723570560745,-0.01960861040148332,-0.024132847042970133,0.009950330853168092,-0.0045242366414868125,0.10694862530412413,0.024132847042970133,-0.009950330853168092,8.8427489162961,11.815794587881747,7.086139801204904,4.0614270839752065,1.9041321635043045,1.0639534975581162,1.7845580672225092,1.3384936002262555,6.5430161807389,1.924356112135475,6.272220668559501,3.398681967347803,2.144496952977739,4.939383453966027,2.734325254813853,2.437538808651426,8.8584212996099,10.20934946825235,0.2813024854916868,3.711931971692792,2.8150630497398534,5.905819599218217,8.76959392523143,38.27775836425594,91.64663888148336,80306,11.835734834592673,33.3,15,39.5,0.3709345934477833,0.4109103111266006,0.36427671889162155,0.10694862530412413
IN,0.33856362598330236,-0.8328599477980825,-0.5137669141410346,-0.4180572695540796,-0.4307829160924542,0.09570964458695497,0.3190930336570479,-0.07623905226070049,-0.06351340572232589,7.5126175446745105,10.662576795788889,5.25311242519699,2.7700215220106106,2.3938144147282587,0.9793548120440596,1.7717131697581798,0.7241315174936452,5.924841241958768,1.7761415670031266,6.866879426552079,2.97520392769313,1.73947443781497,4.916288530746362,2.9786285548958884,2.1688518346849786,8.09336832751245,10.438913212270794,0.3062089081638979,4.733218588640275,3.6910986263111742,9.71457503623905,9.12158312249242,30.214670951273792,90.8075158237325,69477,11.69112421239755,26.8,34,38.3,-0.7948330627666291,-0.5649637427530555,-0.28569767210398817,0.3190930336570479
KS,-0.07691940084478643,-0.657049774235414,-0.522740570182366,-0.4404118722929071,-0.7133498878774648,0.08232869788945885,0.13430920405304803,-0.2935573027872933,-0.020619287202735648,6.823286122355687,11.532133679572116,6.192842007237447,3.1584475562621104,2.377650679178908,1.0552296877421592,1.791156292700358,0.8766284084994987,7.065545112896447,1.6612152331528371,6.885184215139081,3.14897268733677,1.9909406717546712,4.505503206904743,3.283312793171056,2.3347430584741535,8.789768224402795,10.208359135431747,1.02213532413865,4.919351946036561,3.129887594215728,6.73703787172787,7.333954614024295,35.81915826795321,91.62748035074138,70333,11.746536279190936,28.6,29,37.9,0.015468216235917834,-0.27144255944580786,-0.03663972725093266,0.13430920405304803
KY,0.11790354228055577,-1.0595120821390007,-0.9609144437389998,-0.856070159031985,-0.941608539858445,0.10484428470701479,0.09859763840000091,-0.08553838082645993,0.0,6.8679744089702925,10.471603382447295,4.867087314671754,2.2718444925897474,1.9002049532117808,0.8387544752593564,2.1148927232498655,1.0272116868406995,5.9425402113981605,1.5949809960323282,7.8602002345884685,3.050465292703301,1.8686036039924157,5.241747923853696,3.1493933404112684,2.0399893735068484,8.35066851958948,11.19349520513064,0.4153731213021865,4.654173823724893,3.627537578751617,8.401067636478027,9.118164110266171,27.84642492215848,90.05207695498983,61118,11.521436055464946,25.1,40,39.2,-1.1372359763522764,-0.9414202577080302,-1.0483868493389734,0.09859763840000091
LA,0.24563822221278242,-0.9796073972929829,-0.8504224575653341,-0.753937569638838,-0.7985076962177716,0.09648488792649612,0.12918493972764877,0.019968394558637526,0.06453852113757119,6.9440872082295275,10.363184895337106,4.591104946505304,1.998819271188001,1.8169338570293987,1.0188340524552808,1.857259832718596,1.339472335346678,6.884072421316341,1.5345535510739068,7.456661885650501,3.474878000383072,2.4787919342140055,5.729489022127094,3.689506728135468,2.5892821533184733,9.77582401133657,10.35525756678282,0.3379700819666077,6.467370672527966,3.483149995396241,5.051382383309477,7.706200401881091,26.99152049393904,88.010458499985,58229,11.637332720599437,26.1,35,38.7,-1.260838745431534,-1.1477367220845536,-0.527471696663877,0.12918493972764877
MA,-0.0023942636548328067,0.35305113526800214,0.4718193913412894,0.47386846076931244,0.3987761199573678,0.0020490694280230204,0.11876825607328728,-0.12321158915614311,-0.04811924834419845,8.759825595314295,13.345693786594936,7.299450491643643,4.861887782674786,2.751244058046365,2.65240127241109,2.2545530673358822,1.4830146756632867,7.330080834807363,2.3626115910012846,7.050865280559295,3.2689767627562727,2.0519666411591375,4.764669736981238,3.1100718694390945,2.8259554602848302,7.926147312773359,8.897901608412637,0.2153179949004474,4.664841453348522,2.046000383012465,3.5800212388135986,5.256326697380467,47.78163561635906,93.87993647946578,99858,12.02205146543397,33.4,10,40.3,1.7450128021616371,1.0157929676817965,1.2017050960410196,0.11876825607328728
MD,0.10170010024974979,-0.015522404008697385,0.044415134387686885,0.06434979862074929,0.058268908123975824,0.0199346642330624,0.05993753839638427,0.021827897620303127,0.02790878811707659,8.23403420769204,12.957807508262295,7.60735347341977,6.492648154618556,2.331663967880056,2.478813585854601,2.016982944420024,1.643817774922449,6.756985223673681,2.30120086611639,6.067103982807915,2.655737520146974,2.732161396205669,4.651618583180861,3.171543893791789,2.751353463401072,7.645988075245428,9.532508794537806,0.1762664572758911,4.564581149570386,2.791710028841325,2.5351687586959164,6.136984397131147,43.746985123,92.91324120492386,98678,11.81579957541326,36.3,16,39.8,1.1616797923130027,2.2481066435297343,0.2746746706617559,0.05993753839638427
ME,-0.11776269322093064,-0.3130202228715236,-0.5320549664720835,-0.427590528370047,-0.4780358009429998,0.10446443810203648,-0.2190347436005599,-0.0031923877224072084,0.04725288485054557,6.413458957167357,12.41371038297632,5.389749668388226,2.948663675105128,1.99079953715463,1.0528321056642114,1.9764061750345725,1.0910732932576976,6.993762876414642,2.03242739818813,7.066435243981599,3.449326898653797,1.718595659413541,5.207857082380831,3.5104281319673754,2.36333361555612,9.031129173369456,10.112465780487115,1.3013292693252054,5.105974656393757,3.134366268732537,5.559930008748906,6.549403098806198,36.99449714274719,91.81995990812956,73733,11.633331199415847,21.4,45,44.9,0.18539965504435582,-0.4299695571395694,-0.5454571409893301,0.2190347436005599
MI,0.17369644521300465,-0.6679927670277848,-0.49441004709531994,-0.38480101711888637,-0.40047756659712525,0.10960902997643357,0.17358271993246482,-0.10949530469589375,-0.09381875521765487,8.054522609537294,10.791650917468951,5.926646854642455,3.261374618313053,3.326811109357936,0.9430443352960826,1.732926642915183,0.911611597519136,5.493472212402371,1.828738437946364,6.555177206206017,3.405703963738729,1.6426508247879896,5.352294434352748,3.2133339498241447,2.263343725903209,9.089472790466177,10.353500116214049,0.4404315408033635,4.436349431691539,3.020341916032707,8.47719789168436,7.533925482433433,32.675642878506636,91.56976383273906,69183,11.606649986480592,27.4,27,40.5,-0.43902376433331064,-0.19366385672381187,-0.6653799023008544,0.17358271993246482
MN,0.04430765776917142,-0.25502868908482396,-0.30058279018972545,-0.211526526636446,-0.1743533871447778,0.08905626355327945,-0.04555410110490149,0.0008054953207934645,-0.036367644170874736,7.907283609426348,12.3935151165232,6.719537318916649,3.987278238505144,2.671241864371195,1.379284327104766,2.192059888725593,0.9788998530338022,6.2520995171110645,2.112901532647491,7.048210161662817,3.840705700188957,1.413368675204703,4.833318024354399,2.6418814297711526,2.348998792777661,8.247198456854923,9.540697826999793,0.5847155154314508,4.299647018685702,2.8375957904681925,6.718946829729163,6.957898120932185,39.98924287879845,92.16756979942264,85086,11.822675419561335,26.3,25,39.1,0.6183823996011784,0.35487839013248157,0.3055791958265504,0.04555410110490149
MO,-0.34318754516874383,-0.013487398769988626,-0.458781539042918,-0.4501045439690489,-0.342490308946776,0.008676995073869098,-0.4452941402729294,0.09342960003031647,-0.014184634991956435,8.21851757748959,11.437283279339704,6.012209614664561,3.6474840054047895,1.9035277646637472,1.0665342601787486,1.7938365865173296,0.9500056978201769,6.414801308870692,1.7611148192163055,7.116675077734547,3.201947026551842,1.7556449118465822,5.202370293193547,3.2015888778550146,2.1358360330147983,9.02170055513048,10.642942028749571,0.5360509222328944,4.695101502596579,3.20477965715402,6.146026991388152,8.152538785875919,33.22479152029813,90.74182666861222,68545,11.6485870945269,26.8,24,39.3,-0.35962741250611024,0.09810671010648017,-0.47688720481604374,0.4452941402729294
MS,0.27019727544745376,-1.543162951260341,-1.2117525773571156,-1.2774649778195837,-1.2729656758128873,-0.06571240046246807,0.3314103739032255,0.0044993020066963485,0.0,5.937536205082426,9.521269189672893,3.61257863209488,1.5331400742477836,1.3962525676185171,0.7764259376011989,1.843757382147679,0.8733422922947196,6.485573621229923,1.2442683245438515,8.337935360937156,2.9557532645714795,2.400459316250815,5.317649414669021,3.8136859346913616,2.2834400534408825,9.669733468291378,10.768275264349333,0.6071547579750661,4.992091813188447,4.179371130972402,7.487355505459075,9.900486693752145,25.537093963225963,86.53422674279561,54203,11.347347425203626,22.9,46,39.3,-1.4711209017573512,-1.4996356600402905,-1.8308546218701252,0.3314103739032255
MT,0.11772623802304039,-0.6624534134647125,-0.6147543017654767,-0.6560618789508338,-0.527632742082372,-0.04130757718535705,0.0476991116992358,0.11133470350916164,-0.017094433359300165,5.849324779946859,12.818561379300531,5.364242885492166,2.6991030847908504,1.7778267765820488,1.9022995454965752,1.8137460613259553,1.161153115731224,5.216298108725185,1.5002525019026551,6.510992723677565,3.3243120212243857,2.1866309133456148,5.410653446473153,4.324006173849338,3.1148421329653684,9.114963049369456,9.831214925351905,1.2086305861600506,6.397722503965348,3.475457526334882,4.077550091398576,6.769540446537167,34.621691409759435,90.9228176210224,70804,11.587622888274131,22.7,50,40.6,-0.15766250419052677,-0.6185545471159954,-0.7509000831937304,0.0476991116992358
NC,0.13539770375756316,-0.26323107526744804,-0.1442157602411921,-0.06386088070034783,-0.11653381625595151,0.08035487954084426,0.11901531502625595,-0.06397249080953706,-0.011299555253933377,8.550434525196039,12.255202818429924,6.415002563981961,3.980825774270928,2.074951636149354,1.3275155225112265,1.9476511745561216,0.8796312760676279,5.944289126919211,1.9410548003822456,6.822161369873804,2.7900559563729197,1.8369276880607155,5.208554407467783,3.430363129442276,2.117837628242118,9.31453921171608,9.50011720514112,0.3587853952834203,4.988082550659198,3.223906177762533,6.30376283950773,7.338781747201703,36.79334714470097,91.53061612427432,70804,11.68736901275125,30.1,19,39.4,0.1563172267189069,0.3500024684118267,-0.30257598689249815,0.11901531502625595
ND,-0.040516973306520265,-0.9537353000373466,-0.8841213205550305,-0.9979749412072586,-0.941608539858445,-0.11385362065222815,0.06961397948231618,0.0037226678633917043,-0.05264373348542195,5.209486152841421,12.494086317812254,5.365965478727815,2.398394404803129,2.5932410880199774,1.4105046504708998,2.006506269722435,0.7530495091034126,7.279316012544322,1.4131871454838978,6.758180390473728,3.2458189657274685,1.6265674306087312,4.6880258299883435,3.3450712812083907,2.5064257948720448,8.351338565011487,10.428565157803863,1.236874064175035,5.106738915199017,3.6857481478591256,5.278662459213883,8.02773212117074,33.552305165709626,89.02203461525947,76525,11.928256132314363,28.2,39,36.3,-0.3122752265215132,-0.845790519470018,0.7801277347294311,0.06961397948231618
NE,0.20103358502114832,-0.663069044617707,-0.5292386243750998,-0.41047741868225,-0.4307829160924542,0.11876120569284981,0.13383042024260716,-0.051558040914308656,-0.031252543504104446,6.423246963533519,11.959797836598032,6.008041201070367,2.9114296087550353,1.769121864728787,1.2068525017817042,2.0188486060445396,1.0874639096834426,6.945476968471039,1.835683646164101,6.76240805733726,3.024382934827083,1.3913621441153814,5.098267472707748,2.9512898386188957,2.4649950342797977,9.11444976554501,10.645658884797212,1.4939422055481597,4.5571288340258445,3.4857050650346064,6.057890500586858,7.209803119279097,35.2863959805576,92.07127972241062,74590,11.904937242166904,26.4,28,37.4,-0.061558983307601275,-0.4581061552321253,0.6753174435335487,0.13383042024260716
NH,0.030650354014315234,-0.15848372552420012,-0.1101443919538457,0.004217788076271362,-0.18632957819149348,0.11436218003011707,0.048339333570354415,-0.13205115958615624,0.0584962066816086,6.601230118728877,13.407201203334235,5.900202644828378,4.725593832912027,3.079757452942528,1.0095681784945787,2.0867716798629536,1.0170106754131238,6.112770802431737,1.7700085653999622,7.002083899137193,2.7931560365178516,1.7022426724047883,4.7578446528923894,3.091508763866547,1.9934140430776943,9.167589362191071,9.64586771679863,0.3313869680573255,5.382492113564669,3.0236123007499947,5.82107715127332,6.1788392838489985,40.74832802277478,93.85909923387996,96838,11.806319034582089,30.2,36,43.4,0.7281315395814402,0.9127999706004507,0.23206294090420465,0.048339333570354415
NJ,0.18654031623468437,-0.16673768893850463,-0.17443496294296026,-0.03776486472735222,-0.020202707317519466,0.13667009821560805,-0.007697274004455634,0.05756749202353195,0.04000533461369919,8.504513138258863,12.959196573820316,7.347145181125085,4.871502589590858,1.8846704788731805,1.3331090449179346,1.7841377242318208,1.4529710030602832,7.0936714098094145,2.4376528704912017,6.216439017407776,2.7827993074921036,2.3733754326868324,4.415646833510778,3.1968621911376123,2.7467529550172864,8.53815845976548,10.455824411425754,0.17958397285135,4.328968416081479,2.419911796142727,3.662079550643035,7.519540779917689,43.77591063603724,94.04675540779498,99781,11.838641003608895,34.5,20,40.4,1.1658618662272613,1.0230585710513405,0.3773389366442075,0.007697274004455634
NM,-0.0665215546849266,-0.6468283331925382,-0.8818639827976978,-0.7781343466279995,-0.7550225842780328,0.10372963616969832,-0.23503564960515966,0.06478445875053473,0.04167269640056803,6.4967749901858625,10.611499783679973,4.5285806240568975,2.7399833275296253,2.849620648537993,2.16383340192261,2.1472664535122985,1.2063270969852375,7.539966444015322,2.3049162683212514,5.502864921333376,4.292844555594247,2.816381229752973,5.967372608608482,4.002764675467199,2.297107642955881,8.261103548703662,10.728734686124918,0.7709434718836725,6.085029598911014,3.358658604788587,3.3828231346354745,6.441377272679308,31.64805986443761,88.60445025566789,62268,11.570581320878922,23.9,41,39.9,-0.5875925420881256,-0.5876626496516679,-0.8274959944841609,0.23503564960515966
NV,0.04522724902824207,0.07699038369600704,-0.1463916564405974,-0.18669746481699032,0.11332868530700327,-0.040305808376392915,-0.22338204013660445,0.3089150975412394,0.008888947417245843,7.688913336864796,10.739393300856296,5.010513386016972,2.5347764050451405,1.789492010404815,0.9213747769960818,1.2693154960178905,0.9438598677748176,4.7856624782296135,2.4501039774840727,4.604239917203472,2.3561805411454677,2.7050849069149363,7.732108773875152,4.369302840123938,4.441319373732403,9.585651171441109,11.066390763895626,0.1342038703907973,5.398092107925867,3.278261992423167,4.120425006761589,9.764247035340782,28.7207428548858,93.91059741892812,76364,11.720234567084,34.2,8,39.4,-1.0108263871940726,-0.7427309854457742,-0.1548567644875222,0.22338204013660445
NY,-0.0166467947782018,0.4549017257093571,0.9857725887256563,0.451195155181473,0.43178241642553783,-0.5345774335441833,0.5308708630162993,-0.012940224250317711,0.006472514505617477,9.866512316411233,11.573289553160382,6.5965029816076814,3.4891752084979704,1.7358121960570971,1.2740434466553612,2.04092558735083,1.9204447012314632,7.594868412103168,3.2204758552325337,6.738503147637363,4.966901868438039,2.703106952800178,4.931966890306773,3.396181921450878,3.029833367237136,8.459358090087871,9.988695607702486,0.2012771369733414,4.08227822720714,2.336456337058169,3.2851586859406923,6.434743825263448,40.63985601889212,92.0014388034114,82095,12.09643906949629,32.7,3,40.2,0.7124485701115109,-0.021522205822336347,1.536051473327126,0.5308708630162993
OH,0.1632240381488369,-0.6908567802312089,-0.5318665608589883,-0.41611441150816303,-0.5108256237659907,0.11575214935082528,0.15899021937222058,-0.11151833057420896,-0.016807118316381264,8.185350223178686,11.187806022059435,5.828027553460771,3.21133742304984,2.381355373981194,0.965093797635968,1.8663920287698987,0.9155960450898072,5.866304893361994,1.681592351170908,7.403397693090076,3.0390202384087,1.9040642616717791,5.501356217673239,3.1138979073843975,2.2738019270410392,8.443490181101609,10.382961846620589,0.2735429412453206,4.305025102431649,3.121677854518792,7.67887697673329,8.655381363499703,32.03405927936597,91.1706789221503,67769,11.725222893266269,28.3,30,39.9,-0.5317844365581447,-0.2314753715758894,-0.13243597531456497,0.15899021937222058
OK,0.39153111214264047,-1.02640938457861,-0.7401793284824232,-0.6811852313830934,-0.6539264674066639,0.05899409709932979,0.2862300560961868,0.04630695894712389,0.019048194970694432,6.787844982309579,10.84223697412956,4.95717484978996,2.6415427228634236,1.7301620460820912,0.7707228157982753,2.093577796948282,0.9756211080960262,6.321269265364396,1.559359349174616,6.741456888555028,2.8334522169172605,2.1920761836312996,5.3457563972537345,3.272527717554253,2.661783600126857,9.436091324240452,10.921143923461342,0.691437026517714,5.7078191483028515,4.324187415369861,6.08211301769832,7.898488212124394,28.714199449341216,90.17579077531065,62138,11.53708941352069,28.9,32,37.1,-1.0117724380248112,-0.6620510794148382,-0.9780304556323611,0.2862300560961868
