geo_id,user_Management,user_Business and Financial Operations,user_Computer and Mathematical,user_Architecture and Engineering,"user_Life, Physical, and Social Science",user_Community and Social Service,user_Legal,user_Educational Instruction and Library,"user_Arts, Design, Entertainment, Sports, and Media",user_Healthcare Practitioners and Technical,user_Healthcare Support,user_Protective Service,user_Food Preparation and Serving Related,user_Building and Grounds Cleaning and Maintenance,user_Personal Care and Service,user_Sales and Related,user_Office and Administrative Support,"user_Farming, Fishing, and Forestry",user_Construction and Extraction,"user_Installation, Maintenance, and Repair",user_Production,user_Transportation and Material Moving,wf_Management,wf_Business and Financial Operations,wf_Computer and Mathematical,wf_Architecture and Engineering,"wf_Life, Physical, and Social Science",wf_Community and Social Service,wf_Legal,wf_Educational Instruction and Library,"wf_Arts, Design, Entertainment, Sports, and Media",wf_Healthcare Practitioners and Technical,wf_Healthcare Support,wf_Protective Service,wf_Food Preparation and Serving Related,wf_Building and Grounds Cleaning and Maintenance,wf_Personal Care and Service,wf_Sales and Related,wf_Office and Administrative Support,"wf_Farming, Fishing, and Forestry",wf_Construction and Extraction,"wf_Installation, Maintenance, and Repair",wf_Production,wf_Transportation and Material Moving,dissimilarity
KY,5.890132248219736,6.012207527975585,22.014242115971516,3.296032553407935,4.354018311291964,2.7873855544252293,0.8850457782299084,11.271617497456765,13.896236012207527,4.252288911495422,1.007121057985758,0.6510681586978637,0.600203458799593,0.0,1.4038657171922686,10.844354018311291,8.097660223804679,0.0,0.0,0.9664292980671414,1.3224821973550356,0.4476093591047813,10.471603382447295,4.867087314671754,2.2718444925897474,1.9002049532117808,0.8387544752593564,2.1148927232498655,1.0272116868406995,5.9425402113981605,1.5949809960323282,7.8602002345884685,3.050465292703301,1.8686036039924157,5.241747923853696,3.1493933404112684,2.0399893735068484,8.35066851958948,11.19349520513064,0.4153731213021865,4.654173823724893,3.627537578751617,8.401067636478027,9.118164110266171,46.59511990504534
LA,5.174341770865101,6.099420555047271,21.378469045440685,2.917556165497611,4.60506251906069,3.2225271932499746,1.2503812137846904,12.747788960048794,13.459388024804309,4.35091999593372,0.75226186845583,0.3049710277523635,0.6506048592050422,0.0,1.4740266341364237,11.039951204635559,8.376537562264918,0.0,0.0,0.75226186845583,1.036901494358036,0.40662803700315137,10.363184895337106,4.591104946505304,1.998819271188001,1.8169338570293987,1.0188340524552808,1.857259832718596,1.339472335346678,6.884072421316341,1.5345535510739068,7.456661885650501,3.474878000383072,2.4787919342140055,5.729489022127094,3.689506728135468,2.5892821533184733,9.77582401133657,10.35525756678282,0.3379700819666077,6.467370672527966,3.483149995396241,5.051382383309477,7.706200401881091,45.99276172416149
MA,5.462099716254559,5.948520470206729,20.865423591406564,2.8577219294689904,4.600729631130928,3.3036076205918112,0.8917713822456425,13.61978111066072,13.406972030806646,4.30685042561816,0.6282934738548844,0.3242805026347791,0.5776246453182001,0.21280907985407374,1.246453182002432,11.410620186461289,7.90433725172274,0.07093635995135793,0.14187271990271585,0.6992298338062423,1.0944466963923796,0.4256181597081475,13.345693786594936,7.299450491643643,4.861887782674786,2.751244058046365,2.65240127241109,2.2545530673358822,1.4830146756632867,7.330080834807363,2.3626115910012846,7.050865280559295,3.2689767627562727,2.0519666411591375,4.764669736981238,3.1100718694390945,2.8259554602848302,7.926147312773359,8.897901608412637,0.2153179949004474,4.664841453348522,2.046000383012465,3.5800212388135986,5.256326697380467,39.92593018147683
MD,6.039040260268402,5.835705571370476,20.892639284261897,2.8975193167954454,4.300528670191135,3.40585603904026,0.9251728344855633,13.074420496136641,14.050427002846686,4.229361529076861,0.7218381455876373,0.27450183001220013,0.6710044733631557,0.12200081333875558,1.4131760878405855,11.498576657177715,7.3403822692151275,0.0,0.0,0.8235054900366002,1.0776738511590078,0.406669377795852,12.957807508262295,7.60735347341977,6.492648154618556,2.331663967880056,2.478813585854601,2.016982944420024,1.643817774922449,6.756985223673681,2.30120086611639,6.067103982807915,2.655737520146974,2.732161396205669,4.651618583180861,3.171543893791789,2.751353463401072,7.645988075245428,9.532508794537806,0.1762664572758911,4.564581149570386,2.791710028841325,2.5351687586959164,6.136984397131147,40.09568464864104
ME,6.818181818181819,5.178497301784974,21.907430469074306,2.8538812785388132,4.8360315483603165,2.9991697799916985,0.7264425072644252,12.868410128684104,13.397675383976756,4.929431299294314,0.9236197592361977,0.0,0.0,0.0,1.4736405147364053,12.38065587380656,7.544624325446243,0.0,0.0,1.1623080116230804,0.0,0.0,12.41371038297632,5.389749668388226,2.948663675105128,1.99079953715463,1.0528321056642114,1.9764061750345725,1.0910732932576976,6.993762876414642,2.03242739818813,7.066435243981599,3.449326898653797,1.718595659413541,5.207857082380831,3.5104281319673754,2.36333361555612,9.031129173369456,10.112465780487115,1.3013292693252054,5.105974656393757,3.134366268732537,5.559930008748906,6.549403098806198,45.21723352150178
MI,5.718058094657729,6.185252894576478,22.00893763965062,3.1586431037984966,4.793824903514118,3.0570790168596385,0.9242331911436117,11.100954702417226,12.736136502132847,4.71257363396303,0.7820434694292099,0.4671947999187488,0.5484460694698355,0.0,1.300020312817388,12.604103189112331,7.200893763965062,0.0,0.1218769043266301,0.8531383302864107,1.3304895388990454,0.3960999390615479,10.791650917468951,5.926646854642455,3.261374618313053,3.326811109357936,0.9430443352960826,1.732926642915183,0.911611597519136,5.493472212402371,1.828738437946364,6.555177206206017,3.405703963738729,1.6426508247879896,5.352294434352748,3.2133339498241447,2.263343725903209,9.089472790466177,10.353500116214049,0.4404315408033635,4.436349431691539,3.020341916032707,8.47719789168436,7.533925482433433,44.223234549906046
MN,5.515563216060023,6.205008618067526,21.565446618675864,3.011254182297476,4.126533509074319,3.508060427861706,0.92264017033357,12.257933691574575,12.673628713373217,4.61320085166785,0.5779174693298186,0.2737503802088615,0.5677785663591202,0.17236135050187573,1.3079184832201158,13.099462638142557,7.026259758694111,0.16222244753117715,0.17236135050187573,0.7198621109195986,1.2369461624252258,0.2838892831795601,12.3935151165232,6.719537318916649,3.987278238505144,2.671241864371195,1.379284327104766,2.192059888725593,0.9788998530338022,6.2520995171110645,2.112901532647491,7.048210161662817,3.840705700188957,1.413368675204703,4.833318024354399,2.6418814297711526,2.348998792777661,8.247198456854923,9.540697826999793,0.5847155154314508,4.299647018685702,2.8375957904681925,6.718946829729163,6.957898120932185,43.40025595567953
MO,5.96772556581752,5.906830406982647,22.399269258093987,3.044757941743632,4.506241753780576,2.9432660103521777,0.8423830305490716,11.448289860956057,13.122906728915055,4.445346594945703,0.6596975540444537,0.35522175987009036,0.6799959403227446,0.2740282147569269,1.4817821983152342,12.036943063026492,7.408910991576172,0.0,0.0,0.8626814168273624,1.2990967218106164,0.3146249873135087,11.437283279339704,6.012209614664561,3.6474840054047895,1.9035277646637472,1.0665342601787486,1.7938365865173296,0.9500056978201769,6.414801308870692,1.7611148192163055,7.116675077734547,3.201947026551842,1.7556449118465822,5.202370293193547,3.2015888778550146,2.1358360330147983,9.02170055513048,10.642942028749571,0.5360509222328944,4.695101502596579,3.20477965715402,6.146026991388152,8.152538785875919,43.89267531688588
MS,5.309098377490245,5.986855617169851,23.01293900184843,2.916409940439515,4.271924419798727,3.121790922160608,1.1501334976381188,11.768330252618608,14.736085438488397,3.3887861983980283,0.780447730540152,0.0,0.0,0.0,0.9139453686588623,11.24460874922982,9.159991784760733,0.0,0.0,0.9858287122612447,1.252823988498665,0.0,9.521269189672893,3.61257863209488,1.5331400742477836,1.3962525676185171,0.7764259376011989,1.843757382147679,0.8733422922947196,6.485573621229923,1.2442683245438515,8.337935360937156,2.9557532645714795,2.400459316250815,5.317649414669021,3.8136859346913616,2.2834400534408825,9.669733468291378,10.768275264349333,0.6071547579750661,4.992091813188447,4.179371130972402,7.487355505459075,9.900486693752145,50.774005539322154
MT,5.242860120908902,6.055868250990202,22.73295809881176,3.898269751928289,4.106733375026058,2.491140296018345,1.1465499270377322,11.767771523869087,14.394413174900983,4.367312903898271,0.0,0.0,0.0,0.0,0.0,11.298728371899106,8.67208672086721,0.0,0.0,2.1471753179070254,1.6781321659370445,0.0,12.818561379300531,5.364242885492166,2.6991030847908504,1.7778267765820488,1.9022995454965752,1.8137460613259553,1.161153115731224,5.216298108725185,1.5002525019026551,6.510992723677565,3.3243120212243857,2.1866309133456148,5.410653446473153,4.324006173849338,3.1148421329653684,9.114963049369456,9.831214925351905,1.2086305861600506,6.397722503965348,3.475457526334882,4.077550091398576,6.769540446537167,47.35715082975893
NC,6.180970716384638,6.484952882764211,21.633397507346235,2.877697841726618,4.29628128483129,3.171547269226872,0.8511500658628025,11.460127672509879,13.486675448373694,4.29628128483129,0.6079643327591447,0.3749113385348059,0.6180970716384638,0.17225656094842437,1.2665923599148847,12.007295571993108,7.579288681730671,0.08106191103455263,0.17225656094842437,0.7903536325868882,1.2463268821562468,0.34451312189684874,12.255202818429924,6.415002563981961,3.980825774270928,2.074951636149354,1.3275155225112265,1.9476511745561216,0.8796312760676279,5.944289126919211,1.9410548003822456,6.822161369873804,2.7900559563729197,1.8369276880607155,5.208554407467783,3.430363129442276,2.117837628242118,9.31453921171608,9.50011720514112,0.3587853952834203,4.988082550659198,3.223906177762533,6.30376283950773,7.338781747201703,42.47214566828478
ND,7.230066886081324,6.773542838942562,22.136107867077186,4.066249071026648,4.363520543582121,3.01518207877694,0.0,12.803906996496442,15.36256502813462,4.671408854443147,0.0,0.0,0.0,0.0,0.0,11.593587429663446,7.983862405775559,0.0,0.0,0.0,0.0,0.0,12.494086317812254,5.365965478727815,2.398394404803129,2.5932410880199774,1.4105046504708998,2.006506269722435,0.7530495091034126,7.279316012544322,1.4131871454838978,6.758180390473728,3.2458189657274685,1.6265674306087312,4.6880258299883435,3.3450712812083907,2.5064257948720448,8.351338565011487,10.428565157803863,1.236874064175035,5.106738915199017,3.6857481478591256,5.278662459213883,8.02773212117074,49.296208238916
NE,5.191734347691991,6.3637298242006795,21.52770638429115,2.8169014084507045,4.060861519481855,3.8552482779891024,1.1000308419862241,11.833042047907885,13.169528117610776,4.780507864706488,0.7916109797470958,0.0,0.5859977382543435,0.0,1.4084507042253522,12.614372365580342,7.669373907679655,0.0,0.0,0.7916109797470958,1.4392926904492649,0.0,11.959797836598032,6.008041201070367,2.9114296087550353,1.769121864728787,1.2068525017817042,2.0188486060445396,1.0874639096834426,6.945476968471039,1.835683646164101,6.76240805733726,3.024382934827083,1.3913621441153814,5.098267472707748,2.9512898386188957,2.4649950342797977,9.11444976554501,10.645658884797212,1.4939422055481597,4.5571288340258445,3.4857050650346064,6.057890500586858,7.209803119279097,44.4440527152547
NH,5.552115583075336,6.078431372549021,23.023735810113525,3.24045407636739,4.901960784313727,3.1785345717234272,0.0,11.661506707946339,14.148606811145514,3.6635706914344692,0.6604747162022705,0.0,0.8255933952528383,0.0,1.0835913312693501,12.012383900928796,8.348813209494326,0.0,0.0,0.6191950464396286,1.0010319917440662,0.0,13.407201203334235,5.900202644828378,4.725593832912027,3.079757452942528,1.0095681784945787,2.0867716798629536,1.0170106754131238,6.112770802431737,1.7700085653999622,7.002083899137193,2.7931560365178516,1.7022426724047883,4.7578446528923894,3.091508763866547,1.9934140430776943,9.167589362191071,9.64586771679863,0.3313869680573255,5.382492113564669,3.0236123007499947,5.82107715127332,6.1788392838489985,44.393351516024495
NJ,5.922458532614228,6.807774498829758,21.145822733285854,2.80858858247685,4.172178691360538,3.113869950137378,1.149893151521319,12.791289304976091,12.597944438791089,4.497812150198435,0.6512669176757915,0.46809809707947503,0.630914826498423,0.1729927750076321,1.190597333876056,11.671924290220826,8.018723923883181,0.0,0.0,0.7326752823852654,1.1193650147552665,0.33580950442658,12.959196573820316,7.347145181125085,4.871502589590858,1.8846704788731805,1.3331090449179346,1.7841377242318208,1.4529710030602832,7.0936714098094145,2.4376528704912017,6.216439017407776,2.7827993074921036,2.3733754326868324,4.415646833510778,3.1968621911376123,2.7467529550172864,8.53815845976548,10.455824411425754,0.17958397285135,4.328968416081479,2.419911796142727,3.662079550643035,7.519540779917689,40.35871541356872
NM,5.24048815506102,5.466106040406112,22.82842785355348,3.804737975592247,5.096913137114142,4.3892934058045325,0.748641165008717,12.788431955696852,13.906266023997539,3.763716541893139,0.7076197313096092,0.0,0.0,0.0,1.1793662188493486,10.768126346015793,7.117218746795201,0.0,0.0,0.7896625987078248,1.4049841041944418,0.0,10.611499783679973,4.5285806240568975,2.7399833275296253,2.849620648537993,2.16383340192261,2.1472664535122985,1.2063270969852375,7.539966444015322,2.3049162683212514,5.502864921333376,4.292844555594247,2.816381229752973,5.967372608608482,4.002764675467199,2.297107642955881,8.261103548703662,10.728734686124918,0.7709434718836725,6.085029598911014,3.358658604788587,3.3828231346354745,6.441377272679308,46.51303202158105
NV,5.793425324675326,6.30073051948052,21.94602272727273,3.3887987012987018,4.687500000000001,3.4598214285714293,1.095779220779221,11.130275974025976,13.443587662337663,4.342532467532469,0.7508116883116884,0.5478896103896105,0.6696428571428573,0.19277597402597405,1.288555194805195,10.9375,7.731331168831169,0.0,0.0,0.7508116883116884,1.1160714285714288,0.4261363636363637,10.739393300856296,5.010513386016972,2.5347764050451405,1.789492010404815,0.9213747769960818,1.2693154960178905,0.9438598677748176,4.7856624782296135,2.4501039774840727,4.604239917203472,2.3561805411454677,2.7050849069149363,7.732108773875152,4.369302840123938,4.441319373732403,9.585651171441109,11.066390763895626,0.1342038703907973,5.398092107925867,3.278261992423167,4.120425006761589,9.764247035340782,47.09926666435571
NY,5.940192600101369,6.517992904206792,19.716168271667513,2.5443487075519515,4.328433857070451,3.710086163203244,1.1150532184490625,12.9954384186518,13.674607197161684,4.835276229092752,0.6994424733907755,0.34465281297516476,0.6588950836289914,0.15205271160669032,1.2062848454130766,11.403953370501775,8.018246325392804,0.04054738976178409,0.11150532184490625,0.6588950836289914,0.881905727318804,0.446021287379625,11.573289553160382,6.5965029816076814,3.4891752084979704,1.7358121960570971,1.2740434466553612,2.04092558735083,1.9204447012314632,7.594868412103168,3.2204758552325337,6.738503147637363,4.966901868438039,2.703106952800178,4.931966890306773,3.396181921450878,3.029833367237136,8.459358090087871,9.988695607702486,0.2012771369733414,4.08227822720714,2.336456337058169,3.2851586859406923,6.434743825263448,40.55837718982359
