geo_id,obs_artifact_academic_paper_or_thesis_pct,obs_artifact_advice_or_recommendation_pct,obs_artifact_analysis_or_summary_pct,obs_artifact_app_or_website_pct,obs_artifact_audio_or_music_pct,obs_artifact_blog_or_article_pct,obs_artifact_chart_or_visualization_pct,obs_artifact_code_fix_or_debug_pct,obs_artifact_config_or_infra_pct,obs_artifact_creative_writing_pct,obs_artifact_data_or_spreadsheet_pct,obs_artifact_document_or_report_pct,obs_artifact_educational_material_pct,obs_artifact_email_or_message_pct,obs_artifact_explanation_or_answer_pct,obs_artifact_game_or_interactive_pct,obs_artifact_idea_or_brainstorm_pct,obs_artifact_image_or_graphic_pct,obs_artifact_marketing_or_social_content_pct,obs_artifact_math_or_calculation_pct,obs_artifact_ml_or_ai_system_pct,obs_artifact_none_pct,obs_artifact_other_pct,obs_artifact_plan_or_strategy_pct,obs_artifact_presentation_or_slides_pct,obs_artifact_recipe_or_meal_plan_pct,obs_artifact_resume_or_job_application_pct,obs_artifact_script_or_snippet_pct,obs_artifact_sql_or_database_query_pct,obs_artifact_translation_pct,obs_artifact_ui_or_design_mockup_pct,obs_artifact_video_or_animation_pct,exp_artifact_academic_paper_or_thesis_pct,exp_artifact_advice_or_recommendation_pct,exp_artifact_analysis_or_summary_pct,exp_artifact_app_or_website_pct,exp_artifact_audio_or_music_pct,exp_artifact_blog_or_article_pct,exp_artifact_chart_or_visualization_pct,exp_artifact_code_fix_or_debug_pct,exp_artifact_config_or_infra_pct,exp_artifact_creative_writing_pct,exp_artifact_data_or_spreadsheet_pct,exp_artifact_document_or_report_pct,exp_artifact_educational_material_pct,exp_artifact_email_or_message_pct,exp_artifact_explanation_or_answer_pct,exp_artifact_game_or_interactive_pct,exp_artifact_idea_or_brainstorm_pct,exp_artifact_image_or_graphic_pct,exp_artifact_marketing_or_social_content_pct,exp_artifact_math_or_calculation_pct,exp_artifact_ml_or_ai_system_pct,exp_artifact_none_pct,exp_artifact_other_pct,exp_artifact_plan_or_strategy_pct,exp_artifact_presentation_or_slides_pct,exp_artifact_recipe_or_meal_plan_pct,exp_artifact_resume_or_job_application_pct,exp_artifact_script_or_snippet_pct,exp_artifact_sql_or_database_query_pct,exp_artifact_translation_pct,exp_artifact_ui_or_design_mockup_pct,exp_artifact_video_or_animation_pct,dissimilarity
GA,0.85,13.13,5.49,3.81,0.05,0.43,1.73,2.69,1.27,1.78,2.66,13.96,1.92,5.57,16.72,0.37,0.91,0.7,2.67,1.74,0.37,6.93,0.12,4.68,2.0,0.64,2.22,2.93,0.39,0.32,0.76,0.18,0.8211287293970374,13.6692916753599,6.008247444189443,3.2625985812643443,0.02830064677654913,0.43274254120592537,1.8426277905278536,2.4374441894429384,1.431301898602128,1.712566242436887,2.7048685583142085,13.953577091591905,1.8028113916127693,5.65635301481327,17.598284998956817,0.3853066972668476,0.9074045482996037,0.6603421656582519,2.2736375964948894,1.8191498017942838,0.32774880033382026,7.271435426663888,0.12324431462549552,4.194775714583768,1.7869027748800341,0.791193407051951,1.9340809513874404,2.7053484247861475,0.32295013561443775,0.30815668683496766,0.6850093886918424,0.1451971625286877,2.927033173377846
HI,0.82,14.1,5.53,3.08,0.0,0.32,1.67,1.31,1.52,1.95,2.34,15.38,1.28,5.67,17.86,0.39,0.71,0.43,2.45,1.59,0.25,9.0,0.28,4.82,1.31,0.82,0.74,2.55,0.21,0.5,1.03,0.11,0.8318563813107558,13.888177067001152,5.88256297689976,3.242158461377653,0.028553360510086757,0.4389746001881467,1.8237242604787285,2.419604891815615,1.3840848750914603,1.7539469008048498,2.6285648583673042,13.820931326434618,1.804395317236333,5.592349743911361,17.958541862652872,0.385743702310024,0.9218751959862024,0.654078603532978,2.2977140169332078,1.7893425316191076,0.32780495453120106,7.1118553360510095,0.12022995714435035,4.179787812271349,1.7842583882094702,0.8530845615135361,1.9419326852722905,2.676324866729383,0.3161973450402425,0.31562767847810175,0.6830730636563186,0.14667084770565486,5.548492735444761
IA,0.82,12.42,6.21,3.33,0.08,0.74,2.01,2.71,1.73,2.22,2.8,13.24,1.89,4.28,18.05,0.53,0.9,0.58,2.51,2.59,0.25,7.36,0.12,3.78,1.77,0.86,1.23,3.5,0.62,0.12,0.66,0.08,0.8554585199402857,13.06360311367029,5.9838824909362325,3.4891725314566,0.028825975687779903,0.4477756451268927,1.8691320110897844,2.737847088931541,1.5553188313073145,1.7398560460652586,2.7225890381744504,13.651464064832584,1.9256653870761349,5.571707187033482,17.399224781403284,0.4022168905950095,0.8917551716783959,0.6691576029004053,2.2365163147792706,1.9272072936660265,0.34446896992962245,7.3576007677543185,0.12351140968223501,4.115340157816164,1.82873747067605,0.6869044572403497,1.9343207506931117,2.9286009810194065,0.3513041160162081,0.31198763062486673,0.7050586478993387,0.14775218596715717,4.188270953294944
ID,0.4,11.99,5.77,3.63,0.08,0.48,1.82,2.62,1.33,0.97,2.83,15.79,1.49,5.21,16.88,0.4,1.05,0.89,3.19,1.82,0.32,9.81,0.24,3.63,1.09,0.77,1.09,2.91,0.12,0.24,0.93,0.2,0.7963702454957328,13.2389716573596,6.004357812664631,3.503421135812875,0.028073964808766196,0.4176008850489937,1.8965925613739332,2.6984332525550525,1.5489895690654305,1.6351374986829634,2.7687988620798647,14.0236613633969,1.672352755241808,5.597649352017701,17.62952270572121,0.38004109156042576,0.8718206722157833,0.6741597302707829,2.185190180170688,1.9391065219681805,0.34580655357707313,7.115563165103782,0.12328100305552632,4.12218944262986,1.8030850279211887,0.6714856179538511,1.8550068485934046,2.9559688125592665,0.35231903908966394,0.29607312190496243,0.7121504583289434,0.14126751659466866,6.680708566009906
IL,0.78,13.82,5.8,3.08,0.03,0.46,1.83,2.64,1.44,1.46,2.63,12.38,1.86,5.56,18.28,0.37,0.93,0.59,1.84,2.07,0.24,9.11,0.22,3.88,1.77,0.74,2.07,2.67,0.36,0.35,0.63,0.1,0.8145835982199617,13.869048527230342,5.989922653104471,3.256206823479551,0.027869251960161046,0.4233714770078406,1.8414219114219115,2.458235855054037,1.4357098961644414,1.6424422547149817,2.6531161262979444,13.690389913117185,1.8985452426361518,5.53952108497563,17.993492265310444,0.38544183089637624,0.8947054460690824,0.6492593769866497,2.163465776647595,1.8229720279720274,0.327973087518542,7.3586215299851645,0.12132761178215723,4.153978597160416,1.7687899978809067,0.7977368086458994,1.870893197711379,2.71946916719644,0.3229137529137529,0.2973108709472345,0.6758953168044077,0.13960796778978599,2.9613853570671758
IN,1.23,11.54,5.15,3.19,0.05,0.38,2.11,3.17,1.5,1.88,2.35,13.65,2.01,4.46,17.69,0.52,0.92,0.61,1.67,3.05,0.32,9.31,0.09,3.64,2.2,0.65,1.86,3.31,0.42,0.26,0.72,0.1,0.8470186865990389,12.758349172450611,6.117333689268551,3.399953016550987,0.028562733582487985,0.4372108916177256,1.8750315002669509,2.6310186865990386,1.5368382274426047,1.6949599572877732,2.7035718099305925,13.92619861185264,1.922831820608649,5.580028830752802,17.63598077949813,0.39917458622530694,0.8843844100373729,0.667703150026695,2.1778729311265352,1.896105712760277,0.3456348104644954,7.5332514682327805,0.12603950880939668,4.092514682327815,1.8004623598505072,0.6913230112119593,1.8972995194874531,2.9105403096636406,0.34473465029364664,0.30565296316070467,0.6919145755472502,0.1445798184730379,5.491066203950878
KS,0.62,13.09,6.33,3.03,0.08,0.51,1.71,2.84,1.63,2.72,2.25,12.43,1.98,4.7,18.84,0.66,1.09,0.74,2.33,1.86,0.12,7.11,0.12,4.58,1.44,0.39,1.86,3.26,0.39,0.58,0.51,0.19,0.8765745154115031,13.784127740705435,5.967613600254212,3.2101895985594746,0.02923842813261307,0.45795572502912835,1.8033460438512872,2.456323482681919,1.4066476008897364,1.8326342548458854,2.6054432793136324,13.863941319775448,1.9210359072132188,5.720325177417646,17.57324859654698,0.39727359389895134,0.9305920982946724,0.653182925537549,2.313809977756594,1.7865321470183246,0.33527380574091736,7.150818769198178,0.12205804469865485,4.111653426543799,1.8031003071708507,0.7021374854358648,2.00753521872683,2.7047156021607885,0.3190128164389366,0.3272958373053703,0.6792405465522721,0.15143099247961023,5.276957419764853
KY,0.84,13.59,6.86,3.86,0.06,0.41,1.28,2.59,1.68,3.33,2.77,13.65,2.27,4.02,17.67,0.56,1.06,0.72,2.21,2.06,0.19,6.98,0.22,3.86,1.28,0.78,1.43,2.77,0.31,0.12,0.44,0.12,0.8452019352124527,13.472857593605383,5.968833613798906,3.3643132099284814,0.02901661758519141,0.4447212873369794,1.8310654185948667,2.6200967606226335,1.494432057214977,1.7734602440050484,2.6413294068153137,13.936536600757258,1.8106079091291545,5.652286495582667,17.656329406815313,0.3936684896928902,0.8957856541859487,0.6553544383676904,2.232304375262937,1.8542595708876735,0.3367227597812369,7.2066438788388725,0.12345814051325199,4.065606857383256,1.776706983592764,0.6834907446360959,1.9254859066049643,2.8221918384518294,0.33597602019352124,0.31702881783761044,0.6904080774084982,0.14810159865376527,4.679944257467397
LA,1.3,14.14,5.58,3.87,0.0,0.54,1.52,2.71,1.33,2.52,2.57,15.12,2.25,4.61,16.93,0.51,0.79,0.57,1.9,1.52,0.22,7.61,0.16,4.09,1.71,0.62,1.35,2.87,0.22,0.14,0.65,0.08,0.8611911008500368,13.483006611396789,5.95876377374331,3.2239248609507825,0.028763773743309896,0.4483670899359849,1.8254381362157626,2.438551789274846,1.3981771434568162,1.7473271067268343,2.5940560394584953,13.960963374960645,2.018721796620842,5.556361632910065,18.10147654528282,0.39555567215867354,0.9091436667016477,0.6439059712456711,2.2111323328785812,1.8087931577290377,0.3332007555882045,7.230022037989296,0.12012278308321965,4.075167383775842,1.782867037464582,0.7661769335712039,1.9151348515059297,2.7161087207471932,0.3190502676041558,0.3149658935879946,0.6725543079021934,0.14520726204218706,4.9730695770804925
MA,1.68,13.15,6.47,2.58,0.03,0.57,2.02,2.52,1.23,1.34,2.76,13.42,1.88,5.87,18.23,0.36,0.91,0.62,1.75,2.21,0.26,6.65,0.11,3.69,2.45,0.81,2.16,3.13,0.2,0.29,0.55,0.12,0.869758241758242,13.237535321821039,6.043452642595501,3.227654631083203,0.028915750915750923,0.45120460491889064,1.8431156462585037,2.4062030350601784,1.404276295133438,1.7500470957613818,2.6463987441130308,13.851777080062796,2.052706436420722,5.598302459445317,17.9423286237572,0.39873155416012573,0.9091282051282052,0.6561517530088959,2.2268246991104137,1.8270989010989012,0.33123286237571964,7.434408163265307,0.12243851386708532,4.097379382522241,1.7986823652537942,0.7471679748822607,1.9325536368393519,2.712694924123495,0.3202135007849294,0.31563788592360037,0.6731721611721613,0.14645421245421247,4.054817896389325
MD,0.81,14.42,5.68,2.87,0.03,0.33,1.98,2.33,1.41,1.88,2.39,14.3,1.93,5.55,17.84,0.44,0.95,0.72,1.98,2.18,0.31,6.58,0.11,3.78,1.87,0.75,2.39,2.85,0.27,0.32,0.56,0.17,0.8747764779611447,13.575141006893668,6.008408188844786,3.1877125548360135,0.029229162314602042,0.45812826404846463,1.8119855859619802,2.3713139753499055,1.373204512220597,1.8104606225193232,2.62216628368498,13.906205347817002,1.993012325047002,5.720635053269271,17.7876749529977,0.39636202214330485,0.9155232922498434,0.6534155003133486,2.2746062251932315,1.8003833298516814,0.32567578859410895,7.305939001462292,0.12250052224775432,4.056422602882808,1.7891111343221222,0.754241696260706,1.9680551493628582,2.6542291623146013,0.31456966785042817,0.32426885314393145,0.6688897012742844,0.14959786922916232,2.8213442657196586
ME,0.85,12.93,6.86,3.4,0.0,0.26,1.5,2.09,1.76,2.02,2.74,14.24,1.7,5.88,18.94,0.59,1.11,0.39,2.35,2.42,0.13,6.27,0.0,3.92,1.24,1.31,1.24,2.61,0.13,0.2,0.85,0.07,0.8729262549502299,13.346723750401368,5.9884608798030605,3.4275564593813543,0.02909557957829391,0.45739805201755324,1.842859895108637,2.595575297013807,1.469805201755325,1.8065674836776193,2.7829005672696137,13.531468479075242,1.9008091619394198,5.8627475115059395,17.227178636412283,0.39757358450176594,0.9033051482393235,0.6853944129294658,2.27287166862892,1.9395729423097503,0.3349341753184201,7.307320988975703,0.1248035962752863,4.047357379856577,1.8388568982125653,0.6945178208284277,1.9773284812158833,2.823669057048057,0.34274215990581175,0.32304184951300446,0.6971261907310285,0.15142994755431874,5.540764208498343
MI,0.84,13.33,6.07,3.56,0.02,0.37,1.73,2.63,1.32,2.01,2.35,13.8,2.17,4.73,18.31,0.56,0.81,0.64,2.02,2.02,0.3,7.61,0.12,3.95,1.83,0.73,1.91,2.89,0.23,0.23,0.73,0.15,0.8431044588653965,13.25140569395018,6.042633451957294,3.3085168515804892,0.028701067615658365,0.43756123089805327,1.8500973414276742,2.538117019049612,1.4842369688088757,1.7036445467866863,2.6390464726815988,13.909572953736657,1.9272566464308138,5.53936571069709,17.837662759053796,0.3954908938664434,0.8944379317563323,0.653921917521457,2.1840475193636175,1.8409880678249944,0.3372325727444003,7.439769729956038,0.12392715093154698,4.105779778103411,1.7830929453631985,0.7256321959388736,1.896507222105924,2.8158687460749423,0.33218023864350016,0.3073204940339124,0.6827349801130419,0.14424534226501987,2.193483357755916
MN,0.62,15.33,5.55,2.98,0.03,0.38,1.79,2.38,1.66,2.09,2.44,12.92,1.82,5.11,19.35,0.47,1.04,0.68,2.11,1.66,0.17,7.65,0.1,4.02,1.59,1.02,1.56,2.21,0.32,0.19,0.58,0.16,0.8058081705150977,14.15292028001254,5.929726256399539,3.2473231637237485,0.027607355553233733,0.42025598161111694,1.8390868247831993,2.456014000626894,1.421833664193919,1.6258175739212206,2.614113467767213,13.58989238324104,1.9076188486051615,5.441116915682793,18.131820081496187,0.3836965834291086,0.8954414376763141,0.6386594922160694,2.1634510500470174,1.8009685508306341,0.32630341657089135,7.273245219935222,0.11830216278340822,4.196614773795842,1.7609194441542158,0.8503458363807335,1.8601609027269876,2.698468289624909,0.3192341448124543,0.2944467662731167,0.6752638177828857,0.13790513008045135,3.9536641939191304
MO,0.82,13.79,6.05,3.25,0.03,0.42,1.68,2.31,1.91,2.36,2.36,14.56,1.79,4.65,17.95,0.59,0.71,0.56,2.25,1.58,0.4,7.71,0.15,3.65,1.59,0.73,1.83,2.91,0.38,0.19,0.68,0.13,0.8308461458006485,13.581114946135342,5.947719903775756,3.3261688107938503,0.029034619809643347,0.43869469720740506,1.8260161071017678,2.568370463340656,1.4973193180629645,1.756394728584876,2.613749607781613,13.744819579541893,1.777274343687899,5.59514381340864,17.767959418470873,0.3930864972283235,0.9057661332496602,0.6540173622006068,2.252593870934003,1.8185242129484362,0.33284175295471186,7.344411672419204,0.1239315971132727,4.079491684970192,1.7790848237632044,0.7953540424641775,1.9372774814349965,2.8013450475891655,0.33286685493149254,0.3151500889028344,0.6896433427465749,0.14827319318062968,3.1670228009622376
MS,0.67,10.83,5.11,4.37,0.07,0.34,2.22,3.84,1.68,3.36,2.56,15.88,4.44,5.05,15.48,0.67,0.74,0.67,2.42,1.62,0.27,6.26,0.13,3.36,1.75,0.67,1.35,2.96,0.13,0.2,0.81,0.07,1.0055950854700855,12.21132905982906,6.055695512820512,3.264650641025641,0.03270405982905983,0.5433034188034188,1.8046346153846156,2.343661324786326,1.3204903846153844,2.2378386752136756,2.605740384615385,14.560285256410255,2.097998931623932,6.199351495726495,16.765449786324787,0.42981196581196585,0.966522435897436,0.6789957264957264,2.5825395299145306,1.8187350427350428,0.3346912393162394,7.281571581196581,0.1247371794871795,3.894450854700854,1.8660737179487181,0.5326292735042736,2.195661324786325,2.6697756410256415,0.31463568376068385,0.3912286324786326,0.6967051282051281,0.17661004273504274,8.996128739316243
MT,0.42,12.51,6.26,2.37,0.0,0.42,1.86,2.62,1.52,1.86,2.28,15.3,1.94,6.0,17.24,0.51,0.93,0.85,1.69,2.03,0.51,8.2,0.08,4.4,1.44,0.85,1.44,3.38,0.17,0.34,0.51,0.08,0.8598701441619896,13.390742819412347,6.014159788709145,3.5250588753163856,0.028766369538901725,0.44480796742599316,1.9038384505337294,2.761241333773523,1.5563552327500827,1.7421074061846589,2.7085473753714093,13.50258391108176,1.8116947287333556,5.503901177506327,17.214374380983823,0.3955992076592936,0.9165940354352372,0.6810773632662045,2.3169494882799606,1.9167690106745903,0.35501595686145043,7.06804115769781,0.11811158798283264,4.196984703422472,1.872076592934962,0.6960746120831958,1.973645867723121,2.987472213051612,0.3525817101353582,0.3142918454935622,0.7255397821063058,0.14952789699570815,5.280459997799056
NC,0.86,13.7,5.61,3.36,0.02,0.41,1.73,2.34,1.45,1.97,2.66,13.8,1.98,5.44,17.34,0.38,0.97,0.71,2.34,2.07,0.23,7.2,0.05,4.17,1.84,0.79,2.08,2.89,0.31,0.35,0.8,0.15,0.8411795461675208,13.754905364425392,5.9960200773815755,3.2328850779044243,0.02869183310676566,0.4424793474850989,1.8419575447035452,2.408689741712852,1.403492627836453,1.7556906828401129,2.6636630764404474,13.910124437937887,1.8531580048102063,5.6692606922513855,17.64030848060232,0.3886667363797971,0.9160713165324692,0.6576848269371537,2.2883791697166167,1.803900449649692,0.32969151939767855,7.216792847432815,0.12218027815539059,4.190696434173377,1.7868210812506538,0.7602070479974904,1.9523026246993622,2.6858904109589044,0.31763672487713057,0.31508836139286833,0.682575551605145,0.14694447349158216,1.5297469413364024
