geo_id,AI app building,AI image generation,Account and billing,Accounting and bookkeeping,Automated pipelines,Booking and scheduling,Business operations,Buying and investing,CRM,Career navigation,Certification and training,Code design,Companionship and conversation,Cooking,Customer support and service,Dashboards and charts,Data analysis,Destination research,Document transformation,Editing and rewriting,Education and learning — other,Emotional Wellbeing and Support,Entitlements and rules,Fashion shopping,Fiction writing,Financial modeling,Finding the best price,Formatted writing,Gaming,Home renovation,Homework,Instructional design,Math and CS theory,Media discovery,Medical Questions,Outdoor and garden,Personal messages,Personal records,Promotional writing,Quant trading,Reference and fact-finding,Reference documentation,Research and evidence,Science,Self-presentation writing,Self-reflection,Server infrastructure,Slide decks,Software development — other,Software how-to,Starting a business,Structured extraction,Trend tracking,Video scripts,Web front-end,Wellness and fitness,Workplace writing
GA,1.1704545454545454,1.2542372881355932,1.0175438596491229,1.152542372881356,0.9433962264150942,1.0563380281690142,1.06568144499179,1.0350194552529184,1.0689655172413794,1.0677966101694916,1.1551724137931036,0.9423076923076923,0.96875,0.903448275862069,1.096153846153846,1.076923076923077,0.8717948717948718,1.2452830188679245,0.8831168831168832,0.7941176470588235,1.037037037037037,0.9682539682539683,0.9384615384615385,0.9824561403508774,1.108695652173913,1.0272727272727271,0.9466666666666667,1.0916030534351144,0.96875,0.9367088607594937,0.8318777292576419,0.9859154929577465,0.7613636363636364,1.0650406504065042,0.7629310344827587,0.9295774647887325,1.02,0.9818181818181818,1.1688311688311688,1.1875,0.9562043795620437,1.116504854368932,0.7862595419847328,0.7636363636363636,1.03601108033241,1.161290322580645,0.9518072289156627,1.088709677419355,1.0909090909090908,1.0315789473684212,0.9814814814814815,0.9448818897637795,0.930232558139535,1.1594202898550727,1.0814479638009051,0.9354838709677419,1.0
HI,0.7159090909090909,1.0677966101694916,1.6666666666666667,0.6949152542372882,1.4150943396226414,1.0422535211267605,,1.217898832684825,0.9310344827586208,0.7796610169491526,0.7586206896551725,0.7884615384615384,1.1749999999999998,0.903448275862069,1.3653846153846152,0.9423076923076923,0.6923076923076923,2.056603773584906,0.8181818181818181,1.1176470588235294,,0.9841269841269842,0.9692307692307692,0.9473684210526317,1.3369565217391304,1.209090909090909,1.0533333333333335,1.0,0.7421875,0.7215189873417721,0.7554585152838428,1.0704225352112677,0.5,0.910569105691057,1.125,0.8028169014084506,0.92,1.3454545454545452,1.1610389610389609,1.453125,1.2335766423357664,1.378640776699029,1.0610687022900762,0.7999999999999999,0.6786703601108034,1.2258064516129032,0.9518072289156627,0.6774193548387096,0.7386363636363636,0.9473684210526316,0.9576719576719578,0.984251968503937,1.0465116279069768,1.2173913043478262,0.8371040723981901,0.9539170506912442,1.220216606498195
IA,0.9545454545454545,0.9322033898305085,0.8421052631578948,0.983050847457627,1.3018867924528301,,,0.8132295719844358,,,1.6034482758620692,1.3269230769230769,0.9249999999999999,1.1310344827586207,0.923076923076923,,1.282051282051282,0.6981132075471698,1.0,0.8529411764705881,1.3148148148148147,0.7555555555555555,,,1.358695652173913,0.7,0.8133333333333334,1.1984732824427482,1.328125,1.5822784810126582,1.5851528384279476,2.126760563380282,1.4204545454545454,1.0975609756097562,0.9267241379310345,1.0845070422535212,1.22,,1.018181818181818,0.796875,0.8686131386861313,0.7766990291262136,1.2748091603053433,1.690909090909091,0.8725761772853186,1.3548387096774193,1.349397590361446,1.0080645161290323,1.3181818181818181,1.1157894736842107,0.6375661375661377,0.8818897637795277,0.9767441860465116,0.6956521739130435,1.0633484162895928,0.7096774193548387,0.6389891696750902
ID,1.0227272727272727,1.0508474576271187,,,1.0471698113207548,1.2253521126760565,,0.7237354085603114,1.7586206896551726,,1.0689655172413794,1.0384615384615385,0.85,1.2137931034482758,1.4807692307692308,1.1346153846153846,0.9102564102564101,0.6698113207547169,0.7662337662337662,0.9117647058823529,,0.834920634920635,1.0,,1.6521739130434783,0.8181818181818181,0.9466666666666667,1.1603053435114503,1.0859375,1.2151898734177213,0.722707423580786,0.9577464788732396,0.6704545454545454,1.056910569105691,1.1724137931034484,1.1830985915492958,1.12,1.2909090909090908,1.5584415584415585,0.828125,0.7445255474452555,0.9320388349514562,0.8473282442748092,,0.6759002770083102,0.903225806451613,1.9036144578313254,0.6451612903225807,0.9545454545454545,1.5263157894736843,1.0714285714285714,0.7322834645669292,0.9767441860465116,1.4347826086956523,1.3031674208144797,1.0829493087557605,0.8592057761732852
IL,0.9772727272727273,0.7966101694915254,0.8245614035087719,1.033898305084746,0.8396226415094339,0.9577464788732396,0.8637110016420361,0.9610894941634243,0.8620689655172414,1.1186440677966103,1.0172413793103448,1.125,1.00625,1.0758620689655174,0.9038461538461537,0.8846153846153846,1.1282051282051282,1.3584905660377358,0.974025974025974,0.9852941176470588,1.0925925925925926,1.0317460317460319,1.0307692307692309,1.0,0.8369565217391304,1.0727272727272725,1.0666666666666667,0.8854961832061068,0.9140624999999999,0.9873417721518988,1.2096069868995634,0.8732394366197184,1.25,0.910569105691057,0.9827586206896551,0.9577464788732396,0.98,1.1636363636363636,0.8831168831168831,1.015625,1.0875912408759123,0.883495145631068,1.114503816793893,1.0909090909090908,1.0997229916897509,0.9838709677419355,0.9036144578313253,1.0725806451612905,0.9318181818181818,0.8736842105263158,0.8571428571428572,0.8582677165354331,1.1395348837209303,0.7246376811594204,0.9773755656108598,1.0368663594470047,0.9422382671480144
IN,0.9090909090909092,0.7966101694915254,0.8245614035087719,0.8305084745762712,1.141509433962264,0.7605633802816902,0.8932676518883417,0.8326848249027239,0.6379310344827587,1.033898305084746,1.120689655172414,0.9519230769230769,1.2625,0.8620689655172414,0.7884615384615384,0.9615384615384615,1.0128205128205128,0.6886792452830188,0.8311688311688311,0.9926470588235294,1.0555555555555554,0.9587301587301588,1.2153846153846155,0.7719298245614036,1.0543478260869565,0.7181818181818181,0.8933333333333334,0.9312977099236641,1.3359375,1.2531645569620253,1.3034934497816593,1.1408450704225352,1.1590909090909092,1.3658536585365852,0.9181034482758621,1.1690140845070423,0.68,0.8727272727272726,1.0129870129870129,0.703125,0.8175182481751825,1.0,1.0992366412213739,1.3454545454545452,1.0138504155124655,0.9838709677419355,0.9759036144578315,0.7903225806451613,1.2272727272727273,0.7578947368421053,0.8333333333333334,0.7322834645669292,0.7441860465116279,0.8840579710144928,0.9547511312217194,0.8341013824884793,0.8628158844765343
KS,1.0227272727272727,1.2711864406779663,0.8947368421052633,1.2711864406779663,0.8490566037735849,,,0.9299610894941636,,0.864406779661017,0.9827586206896551,1.1442307692307692,1.3812499999999999,0.903448275862069,1.7307692307692308,1.1538461538461537,0.923076923076923,0.7924528301886792,0.8571428571428572,0.8970588235294117,1.0,1.0412698412698413,1.1076923076923075,0.7894736842105264,1.5869565217391304,0.7090909090909091,1.08,1.0916030534351144,1.703125,1.430379746835443,1.074235807860262,1.3380281690140845,0.8522727272727273,1.5040650406504066,1.0172413793103448,1.3380281690140845,,,0.8441558441558441,1.125,0.9781021897810219,0.9223300970873786,0.816793893129771,0.9818181818181818,0.9750692520775623,1.2096774193548387,1.1204819277108435,0.6774193548387096,0.9204545454545455,1.1578947368421053,0.8756613756613757,0.9606299212598425,1.4186046511627908,,1.0271493212669685,0.9354838709677419,0.927797833935018
KY,1.1590909090909092,1.1186440677966103,0.912280701754386,1.033898305084746,1.4056603773584906,1.0,,0.6809338521400778,0.6551724137931035,1.0847457627118644,1.310344827586207,0.7692307692307693,1.3125,0.9586206896551723,1.0384615384615385,1.0384615384615385,1.0,0.8018867924528301,1.2597402597402596,0.9044117647058822,0.7962962962962963,0.7873015873015873,1.123076923076923,1.1228070175438598,1.4891304347826086,0.9454545454545454,0.7599999999999999,1.0076335877862594,2.03125,0.9873417721518988,0.8100436681222707,1.0,0.75,1.6097560975609757,1.0301724137931036,1.2253521126760565,0.9,0.9090909090909091,1.251948051948052,1.109375,1.1021897810218977,1.058252427184466,0.8091603053435115,0.8545454545454544,0.739612188365651,0.9516129032258064,1.3373493975903616,0.7016129032258065,1.375,0.8736842105263158,0.9497354497354498,0.968503937007874,0.8837209302325582,0.9275362318840581,1.2307692307692308,1.0322580645161292,0.7328519855595668
LA,1.0454545454545454,1.3728813559322035,1.0526315789473684,0.9661016949152542,0.8018867924528301,0.9295774647887325,,0.9027237354085603,0.6206896551724138,0.6779661016949153,1.1724137931034484,0.9038461538461537,1.25,0.8551724137931035,0.6923076923076923,1.096153846153846,,0.7075471698113207,1.2727272727272727,0.8749999999999999,0.9814814814814815,1.1206349206349207,1.0461538461538462,0.7894736842105264,1.4130434782608696,0.7181818181818181,0.7333333333333334,1.3358778625954197,1.015625,0.9493670886075949,1.0589519650655022,1.0140845070422535,0.7727272727272728,1.5203252032520327,0.9267241379310345,0.9295774647887325,1.14,0.9272727272727272,0.9844155844155844,1.03125,1.072992700729927,1.0097087378640777,0.9618320610687022,0.9636363636363636,0.8254847645429363,0.9677419354838709,1.072289156626506,0.653225806451613,1.1818181818181819,1.0105263157894737,0.8677248677248677,1.1023622047244093,1.0697674418604652,0.6231884057971014,0.9140271493212669,0.9124423963133641,1.151624548736462
MA,0.9090909090909092,0.728813559322034,0.8596491228070176,0.8983050847457628,0.9245283018867924,0.9295774647887325,0.8341543513957307,0.9455252918287939,1.0689655172413794,1.423728813559322,1.1724137931034484,1.0192307692307692,0.99375,0.9517241379310344,0.7692307692307693,1.0384615384615385,1.294871794871795,1.0188679245283019,1.0649350649350648,1.227941176470588,1.0185185185185186,1.073015873015873,1.0307692307692309,1.280701754385965,0.9565217391304347,1.0272727272727271,1.0133333333333334,0.9236641221374046,0.828125,1.0379746835443038,1.2117903930131004,1.0140845070422535,1.272727272727273,0.7479674796747968,0.9612068965517242,1.1690140845070423,1.02,0.8545454545454544,0.7324675324675324,0.828125,0.9854014598540146,0.8446601941747572,1.580152671755725,1.5999999999999999,1.257617728531856,1.0806451612903227,0.8674698795180723,1.1370967741935483,0.9431818181818181,0.8631578947368421,0.9761904761904763,1.015748031496063,1.1627906976744187,0.6231884057971014,0.828054298642534,0.9539170506912442,1.032490974729242
MD,1.0340909090909092,1.1016949152542375,1.0175438596491229,1.033898305084746,0.9150943396226414,0.8873239436619719,0.8604269293924467,0.8482490272373542,0.6551724137931035,0.9491525423728815,1.2413793103448276,0.9903846153846154,1.0374999999999999,0.8896551724137931,0.75,0.9423076923076923,0.9743589743589743,0.9528301886792453,0.8441558441558442,1.0955882352941175,0.9814814814814815,1.0761904761904764,1.1384615384615384,1.0701754385964912,1.0869565217391304,0.8818181818181817,1.0,1.0610687022900762,0.9218749999999999,0.9620253164556962,1.2008733624454149,1.1690140845070423,1.1931818181818181,1.032520325203252,0.9698275862068966,1.1408450704225352,1.1,0.8727272727272726,0.9558441558441558,1.046875,1.145985401459854,1.029126213592233,1.114503816793893,0.9272727272727272,1.1440443213296398,0.9838709677419355,1.0120481927710843,1.1048387096774195,0.8863636363636364,0.9263157894736842,0.978835978835979,0.952755905511811,0.8372093023255813,0.8695652173913044,0.9049773755656109,0.9861751152073733,1.0649819494584838
ME,0.8522727272727273,,,,1.141509433962264,,,0.8715953307392997,,,,0.7596153846153846,1.5999999999999999,1.3172413793103448,,,1.0769230769230769,0.7452830188679245,,1.4705882352941175,,1.0952380952380953,,,1.2608695652173911,1.1818181818181817,,1.3129770992366412,1.125,1.8227848101265822,0.9868995633187772,,,1.3252032520325203,1.1465517241379313,2.4225352112676055,,,1.0649350649350648,,1.0875912408759123,1.2233009708737863,0.816793893129771,1.2727272727272725,0.9030470914127423,,1.3975903614457832,0.903225806451613,0.8522727272727273,1.1263157894736844,0.8994708994708995,0.7716535433070866,1.1395348837209303,,1.0135746606334843,1.0322580645161292,0.8411552346570398
MI,1.215909090909091,1.0508474576271187,0.9649122807017545,0.983050847457627,1.0849056603773584,0.8450704225352113,0.9064039408866995,1.019455252918288,0.9482758620689656,0.8474576271186441,0.913793103448276,1.1346153846153846,1.16875,1.0206896551724138,1.076923076923077,0.8461538461538461,0.8461538461538461,0.5849056603773585,0.8441558441558442,0.9779411764705882,1.0,1.019047619047619,0.9846153846153846,0.8245614035087719,1.1304347826086956,0.8727272727272726,1.0,1.0763358778625953,1.515625,1.5443037974683542,0.7991266375545851,0.8309859154929577,0.8181818181818181,1.3414634146341462,1.0732758620689657,1.7183098591549297,0.9,0.8181818181818181,1.0129870129870129,0.671875,1.1313868613138685,0.9805825242718447,1.0305343511450382,1.1272727272727272,0.9418282548476454,1.129032258064516,1.0963855421686748,0.7580645161290323,1.2272727272727273,1.0,0.9735449735449736,0.952755905511811,0.8837209302325582,0.9130434782608696,1.1945701357466063,0.967741935483871,0.9097472924187726
MN,0.8068181818181818,0.8983050847457628,0.8771929824561404,0.983050847457627,0.9716981132075472,0.9014084507042254,0.9556650246305419,0.9416342412451362,0.913793103448276,1.2203389830508475,0.8965517241379312,0.9903846153846154,1.275,1.2827586206896553,1.096153846153846,0.8846153846153846,0.8076923076923077,0.7264150943396226,0.7272727272727273,0.926470588235294,0.9074074074074073,1.1111111111111112,1.1692307692307693,0.8947368421052633,1.184782608695652,0.7454545454545454,1.04,0.9770992366412213,1.0625,1.5443037974683542,0.9410480349344977,0.915492957746479,0.8295454545454545,1.3495934959349594,1.0603448275862069,2.0140845070422535,1.22,0.9090909090909091,0.9038961038961039,0.78125,1.0072992700729926,0.9805825242718447,0.9618320610687022,0.8363636363636363,0.8614958448753463,1.2258064516129032,1.0963855421686748,0.8629032258064516,1.1022727272727273,1.063157894736842,0.9365079365079365,0.8503937007874016,1.0813953488372094,0.7246376811594204,0.9954751131221721,0.967741935483871,1.0288808664259927
MO,1.1590909090909092,1.0,0.8421052631578948,0.8305084745762712,1.1132075471698113,0.9859154929577465,1.0361247947454844,0.8832684824902725,0.9827586206896551,0.7457627118644068,1.0,0.9519230769230769,1.24375,1.0482758620689656,0.8269230769230769,0.923076923076923,1.1666666666666667,0.9056603773584905,1.2207792207792207,1.1985294117647056,0.611111111111111,0.9809523809523809,0.9692307692307692,1.1754385964912282,1.076086956521739,0.9363636363636363,1.04,0.9923664122137404,1.3984375,1.3291139240506329,0.7554585152838428,1.1408450704225352,0.8522727272727273,1.4390243902439024,1.0517241379310345,1.2253521126760565,1.04,0.7999999999999999,1.018181818181818,0.8750000000000001,1.1386861313868613,0.8932038834951457,1.0763358778625953,1.1272727272727272,0.9307479224376731,0.8387096774193549,1.4578313253012047,0.8870967741935485,1.1590909090909092,0.9473684210526316,0.9947089947089947,0.8740157480314962,0.9418604651162792,0.8985507246376813,0.9864253393665159,1.0,0.8880866425992779
MS,1.0909090909090908,,1.6842105263157896,,,,,0.6303501945525293,,,1.5689655172413794,1.0192307692307692,0.95,0.7724137931034484,,1.75,,,1.2467532467532467,0.9705882352941176,1.962962962962963,0.7396825396825397,,,0.9347826086956521,0.8727272727272726,,1.816793893129771,1.8593749999999998,0.9620253164556962,1.1965065502183407,1.647887323943662,,2.4715447154471546,0.6982758620689656,1.2816901408450705,,,1.1454545454545455,,1.1094890510948905,0.883495145631068,1.2366412213740459,,0.7313019390581718,,0.9156626506024097,,1.3863636363636362,0.8526315789473685,0.873015873015873,1.3937007874015748,0.9418604651162792,,1.1221719457013575,0.6082949308755761,0.6389891696750902
MT,,,,,1.160377358490566,,1.206896551724138,0.8793774319066148,,,,1.1826923076923077,0.84375,1.2,,,,,,1.1838235294117647,,1.0031746031746032,,,1.4021739130434783,1.1727272727272726,1.2933333333333332,1.0305343511450382,1.15625,,0.648471615720524,,,1.2032520325203253,1.0301724137931036,1.6338028169014085,,,1.2389610389610388,,0.8029197080291971,2.1941747572815533,0.9847328244274809,,0.6786703601108034,,,0.8306451612903226,,,1.0582010582010584,0.968503937007874,,,0.9909502262443439,0.7741935483870968,1.0938628158844765
NC,1.2386363636363638,0.983050847457627,0.9824561403508774,1.0,1.1981132075471699,0.8591549295774649,1.0164203612479474,1.0817120622568093,0.9482758620689656,0.983050847457627,1.1034482758620692,1.0480769230769231,1.0312499999999998,1.1724137931034482,1.0,0.9615384615384615,1.0384615384615385,0.8773584905660378,0.8961038961038961,0.9485294117647058,0.9444444444444444,0.9746031746031746,1.0,0.8421052631578948,1.141304347826087,0.8727272727272726,0.8533333333333334,1.0534351145038168,1.25,1.0886075949367089,0.8799126637554585,1.1408450704225352,0.7159090909090909,1.2682926829268293,0.9655172413793105,1.0985915492957747,1.04,0.9454545454545454,1.1766233766233767,1.0,0.8832116788321167,1.116504854368932,0.8778625954198472,0.6909090909090908,0.961218836565097,0.9677419354838709,1.036144578313253,0.9193548387096774,1.0340909090909092,1.0105263157894737,1.0158730158730158,1.062992125984252,0.9418604651162792,1.0869565217391306,0.9411764705882354,1.055299539170507,0.9747292418772564
ND,,,,,,,,,,,,,,,,,,,,1.566176470588235,,0.946031746031746,,,,,,,,,1.1157205240174672,,,2.3089430894308944,1.0991379310344827,,,,1.142857142857143,,,,,,1.0221606648199446,,,,,,1.0132275132275133,,,,1.411764705882353,0.9815668202764977,0.8700361010830325
NE,1.1363636363636365,,1.0526315789473684,1.1355932203389831,1.3867924528301885,1.1267605633802817,,0.9610894941634243,,0.9152542372881357,1.1034482758620692,0.8076923076923076,1.2562499999999999,0.8758620689655173,1.096153846153846,0.9615384615384615,0.9487179487179487,0.6037735849056604,0.9090909090909091,0.838235294117647,0.9259259259259258,1.2,0.923076923076923,0.9473684210526317,1.4565217391304348,1.0636363636363635,1.0266666666666666,0.916030534351145,1.125,1.3544303797468356,0.8187772925764192,1.2253521126760565,0.875,1.5528455284552845,1.081896551724138,2.126760563380282,1.08,,1.0415584415584416,,1.1021897810218977,1.1359223300970873,0.7938931297709924,,0.8808864265927978,1.564516129032258,0.8072289156626506,0.8387096774193549,1.3295454545454544,1.1578947368421053,0.9100529100529101,0.7637795275590551,,,1.0,1.0184331797235022,0.7256317689530685
