geo_id,"Analyze and process data from documents, visual media, and business sources",Assist with creative writing across multiple genres including humor and romantic roleplay,Assist with game development programming and mobile gaming projects,Create comprehensive K-12 educational materials and teaching resources,Create comprehensive digital marketing strategies and promotional content,"Help create visual content, graphics, and multimedia for digital platforms",Help develop and debug complete web applications and user interfaces,Help develop and debug cross-platform mobile applications with Flutter,"Help edit, improve, and create professional written documents and communications",Help implement cybersecurity measures and secure authentication systems,"Help plan and organize events, schedules, and travel arrangements",Help with Docker containerization and cloud infrastructure deployment,"Help with automation scripts, robotics programming, and workflow optimization tasks","Help with job applications, resumes, and career advancement",Provide business operations support and strategic consulting services,Provide comprehensive domestic life and household management guidance,Provide comprehensive financial guidance and investment assistance across multiple domains,Provide comprehensive legal assistance including immigration and document services,Provide comprehensive software development assistance across multiple programming domains and technologies,Provide educational tutoring and academic assistance across multiple subjects and disciplines,Provide medical and sports training guidance,Provide multilingual translation services and language learning assistance,"Provide personalized lifestyle advice and recommendations across relationships, spirituality, entertainment, beauty, and parenting",Provide technical IT support and troubleshooting assistance,Provide technical and academic assistance across scientific research and educational domains,not_classified
MN,3.459698196540302,1.729849098270151,1.80345969819654,1.6930437983069564,3.4228928965771073,1.8770702981229297,4.085388295914612,1.0673536989326464,8.391608391608392,0.8465218991534782,2.134707397865293,1.0673536989326464,2.7603974972396026,3.5333087964666916,2.2451232977548767,3.717335296282665,5.00552079499448,2.6499815973500183,14.022819285977182,7.913139492086861,5.5576002944424,0.7361059992638941,4.5270518954729475,5.152741994847259,5.079131394920869,5.520794994479205
MO,3.585872202750067,7.899703424103532,2.453491507144783,1.051496360204907,2.264761391210569,1.6176867080075492,3.7476408735508224,0.7009975734699381,5.958479374494472,0.5931517929361013,1.0245349150714478,0.7009975734699381,2.669183068212456,1.8333782690752225,1.8064168239417633,2.129954165543273,3.019681854947425,1.3211108115394985,20.70638986249663,8.573739552440012,3.2623348611485574,0.9436505796710704,2.453491507144783,4.987867349689943,7.95362631437045,6.740361283364789
MS,,,,,,,3.95778364116095,,11.08179419525066,,,,,,,,,,11.609498680738788,11.08179419525066,5.277044854881266,,4.221635883905013,4.749340369393139,5.804749340369393,42.21635883905013
MT,,,,,5.763688760806916,,,,9.510086455331413,,,,,,,4.610951008645533,4.610951008645533,,12.103746397694524,8.93371757925072,4.322766570605188,,,,5.187319884726225,44.95677233429395
NC,3.5403366221706327,1.7798413619655638,1.5476881408396208,1.412265428516154,3.6177210292126136,1.9733023795705165,4.198104082027472,1.122073902108725,9.22809053975624,0.8899206809827819,2.2054556006964594,1.1607661056297156,2.089378990133488,3.443606113368156,3.0179918746372607,3.5016444186496423,5.3395240858966915,2.514993228864384,14.49023021861095,7.699748500677113,4.546333913716386,0.677113561617334,4.198104082027472,4.739794931321339,5.939253240472045,5.1267169665312435
ND,,,,,,,,,9.836065573770492,,,,,,,,,,16.939890710382514,,,,,,,73.224043715847
NE,2.922077922077922,4.220779220779221,,,4.058441558441558,,4.870129870129871,2.4350649350649354,7.954545454545454,,,,,,,3.2467532467532463,5.681818181818182,3.2467532467532463,13.7987012987013,7.792207792207792,5.032467532467533,,4.220779220779221,5.51948051948052,3.896103896103896,21.1038961038961
NH,2.717391304347826,,,,4.483695652173913,,5.706521739130435,,8.016304347826086,,3.260869565217391,,2.8532608695652173,3.804347826086957,2.8532608695652173,2.717391304347826,5.706521739130435,2.309782608695652,11.684782608695652,8.016304347826086,4.891304347826087,,2.5815217391304346,6.114130434782608,7.608695652173914,14.673913043478262
NJ,3.5446627506582944,4.111808790763622,0.8912294915940856,1.4178651002633178,2.32934980757545,1.579906826007697,3.058537573425157,0.9317399230301804,7.1500911484707315,0.8912294915940856,1.2963338059550336,0.8304638444399434,2.2685841604213084,2.5116467490378773,1.8027141989062183,1.9039902774964552,3.42313145635001,1.539396394571602,13.935588414016609,6.6234555398014985,2.633178043346162,1.5191411788535547,2.633178043346162,4.233340085071906,7.615961109985821,19.323475795017217
NM,3.92156862745098,,2.7149321266968327,,3.0165912518853695,,3.469079939668175,,8.144796380090497,,,,,,2.7149321266968327,3.3182503770739067,4.97737556561086,2.7149321266968327,15.233785822021115,8.89894419306184,3.619909502262444,,4.374057315233785,4.97737556561086,7.088989441930618,20.81447963800905
NV,3.6172161172161177,1.282051282051282,2.06043956043956,1.4194139194139197,2.564102564102564,2.197802197802198,5.128205128205128,1.282051282051282,6.501831501831503,1.0531135531135531,1.5567765567765568,1.73992673992674,2.3351648351648353,1.6025641025641024,2.06043956043956,3.0677655677655675,4.990842490842491,1.8315018315018317,20.42124542124542,8.15018315018315,3.47985347985348,1.73992673992674,2.564102564102564,7.280219780219781,5.2655677655677655,4.807692307692308
NY,4.0520908996575695,1.7380927674587523,1.1466223928608488,1.2348241153886064,2.900280170177441,1.9611912420877864,3.5125038912524644,1.240012452007886,7.990038393690983,0.8612638788004565,2.2206080730517797,0.9961606309017328,2.1583480336204213,3.7667323855971775,3.0040469025630383,3.31015876310055,5.032686520701463,2.106464667427623,15.39379474940334,7.574971464148595,4.285566047525164,1.5565009857839576,4.067655909515409,4.363391096814361,6.231192279755111,7.294801286707482
OH,3.3444816053511706,1.9230769230769231,2.1460423634336676,1.560758082497213,3.372352285395764,2.0624303232998886,4.459308807134894,1.3377926421404682,7.441471571906355,0.8918617614269788,1.9230769230769231,1.282051282051282,2.591973244147157,3.260869565217391,2.7313266443701227,3.3166109253065774,5.32329988851728,2.0624303232998886,15.468227424749164,7.94314381270903,4.5429208472686735,0.7803790412486065,3.901895206243032,5.211817168338907,5.769230769230769,5.351170568561873
OK,2.705749718151071,1.6910935738444193,2.480270574971815,2.367531003382187,2.705749718151071,2.593010146561443,5.862457722660654,,7.328072153325817,,2.367531003382187,,2.142051860202931,2.818489289740699,2.480270574971815,3.9458850056369785,5.2987598647125145,2.593010146561443,13.86696730552424,7.666290868094701,4.1713641488162345,,4.509582863585118,5.862457722660654,5.2987598647125145,9.244644870349491
OR,3.0269058295964126,1.4947683109118086,1.8310911808669657,1.0089686098654709,3.587443946188341,2.204783258594918,4.596412556053812,1.4947683109118086,7.698056801195814,0.8968609865470852,2.092675635276532,0.8221225710014948,2.391629297458894,2.6532137518684604,2.4663677130044843,4.7458893871449925,5.343796711509715,2.242152466367713,14.387144992526157,9.080717488789238,4.970104633781764,0.8221225710014948,3.8863976083707024,5.23168908819133,5.605381165919283,5.418535127055306
PA,3.686811098441657,1.2162675788673507,1.634359559103003,1.653363740022805,3.1546940326871913,1.805397187381224,3.667806917521855,1.026225769669327,8.133789433675409,0.8171797795515013,1.8244013683010265,1.2162675788673507,2.6415811478525275,3.7818320030406687,2.98365640440897,3.667806917521855,5.663245914101102,2.090459901178259,15.735461801596353,7.886735081717979,4.941087039148613,0.7031546940326872,3.648802736602053,5.340174838464462,5.682250095020905,5.397187381223869
RI,3.795066413662239,2.846299810246679,,,4.174573055028463,,5.313092979127135,,6.83111954459203,,,,3.415559772296015,2.846299810246679,3.225806451612903,4.554079696394687,3.6053130929791273,,14.231499051233396,7.590132827324478,5.1233396584440225,,4.364326375711575,4.174573055028463,4.933586337760911,18.975332068311197
SC,2.9006526468455403,2.030456852791878,2.030456852791878,1.5953589557650472,3.5532994923857872,2.102973168963017,4.786076867295142,,8.774474256707759,,2.102973168963017,1.5228426395939088,2.393038433647571,3.118201595358956,2.9006526468455403,3.118201595358956,4.423495286439449,3.4807831762146484,15.010877447425672,8.049311094996375,3.9158810732414793,,4.278462654097172,5.366207396664249,4.060913705583756,8.484408992023205
SD,,,,,,,,,,,,,,,,,,,15.714285714285714,,,,,,,84.28571428571429
TN,3.0303030303030303,1.7676767676767675,1.80976430976431,2.0202020202020203,4.966329966329966,1.80976430976431,4.713804713804714,1.0101010101010102,7.154882154882154,0.8838383838383838,2.0622895622895623,1.0521885521885523,2.7777777777777777,2.6936026936026933,2.483164983164983,3.2407407407407405,5.303030303030303,2.6936026936026933,14.015151515151514,8.712121212121213,4.208754208754209,0.8417508417508417,4.461279461279461,4.882154882154882,5.555555555555555,5.8501683501683495
TX,3.4830166954519286,1.6407599309153715,1.604778353483017,1.468048359240069,3.072826712723086,2.065342544617156,4.317789291882556,1.2161773172135868,8.023891767415083,1.079447322970639,1.9717904432930335,1.468048359240069,2.6986183074265977,3.778065630397237,2.7705814622913065,3.2671272308578003,5.6419113413932065,2.5906735751295336,15.054691997697178,7.937535981577433,4.116292458261371,0.9283246977547496,3.9075993091537136,5.332469775474957,5.2820955670696605,5.2820955670696605
UT,1.6786570743405276,0.92326139088729,0.6474820143884892,0.4556354916067146,1.4148681055155876,1.3669064748201438,2.9136690647482015,0.5995203836930456,3.3693045563549164,0.5755395683453237,0.6115107913669064,0.5515587529976019,1.498800959232614,0.9112709832134293,1.1270983213429258,1.0191846522781776,1.7026378896882497,0.8393285371702638,10.587529976019184,3.8729016786570742,1.8585131894484412,0.5875299760191847,1.3189448441247005,2.458033573141486,5.26378896882494,51.84652278177458
VA,4.2042755344418055,2.4109263657957243,1.1163895486935866,1.4489311163895486,2.5653206650831355,1.7102137767220902,4.0736342042755345,0.9619952494061758,7.767220902612827,0.9263657957244656,1.9121140142517816,0.9501187648456058,2.327790973871734,2.3634204275534443,2.387173396674584,3.2660332541567696,4.477434679334917,2.2327790973871733,15.724465558194774,7.541567695961995,3.764845605700713,1.520190023752969,3.3372921615201903,4.501187648456058,7.565320665083135,8.942992874109263
VT,,,,,5.116279069767442,,3.488372093023256,,10.232558139534884,,3.953488372093023,,,,,5.116279069767442,5.5813953488372094,,8.604651162790699,10.930232558139537,4.651162790697675,,,6.511627906976744,6.279069767441861,29.53488372093023
WA,3.113676016642062,1.6507851295128173,1.932626493088176,1.087102402362099,2.764729566501141,2.1070997181586364,3.717621795732117,1.368943765937458,7.274191383706885,1.046839350422762,2.294993960542209,1.5434169910079183,2.1876258220373104,3.878674003489465,2.4426251509864447,4.0934102804992625,5.583143202254731,2.3486780297946583,16.091799758421686,8.924976513219702,4.133673332438599,0.966313246544088,3.999463159307475,5.207354717487585,5.046302509730237,5.193933700174473
WI,3.028571428571429,2.2857142857142856,1.8285714285714287,1.542857142857143,2.742857142857143,2.1142857142857143,2.9142857142857146,1.3142857142857145,7.771428571428571,0.9142857142857144,2.2285714285714286,1.3142857142857145,2.5142857142857142,2.742857142857143,2.5142857142857142,3.371428571428572,6.857142857142858,2.457142857142857,14.8,9.028571428571428,4.742857142857143,,4.3999999999999995,5.6000000000000005,6.0,4.9714285714285715
WV,,,,,,,,,,,,,,,,,,,15.040650406504067,10.569105691056912,,,,,6.504065040650407,67.88617886178862
WY,,,,,,,,,,,,,,,,,,,14.074074074074074,,,,,,,85.92592592592592
