geo_id,n_resp,wvs_independence,wvs_imagination,wvs_obedience,wvs_hardwork,wvs_perseverance,wvs_respect_authority_good,wvs_autonomy_index
PRI,1127,43.03460514640639,20.141969831410826,45.785270629991125,42.94587400177463,27.24046140195209,88.71978513876455,17.391304347826093
ROU,1257,39.63286446724005,27.375884286273074,10.56134629353928,73.91545692987444,23.489500629079572,65.8985958094959,56.44740245997384
RUS,1810,34.14468830829501,16.513096469329945,18.516975588843273,75.78181360215561,39.88500818000608,56.017128143953684,32.14080918878168
SGP,2012,55.720703273177406,14.197574279817976,16.86400718830059,48.502598270785775,40.40466803100038,38.8556188682855,53.05427036469479
SRB,1046,49.4675701839303,25.75024201355276,44.1432720232333,49.95159728944821,46.85382381413359,52.00823892893924,31.074540174249755
SVK,1200,27.70313366624605,13.462950038793256,17.771773928920425,63.33678841658607,39.805258867885115,55.954359006695654,23.39430977611888
THA,1500,43.3434579059691,24.013652750174654,18.089332303602312,69.19055306041157,46.1627316850951,21.598462256800293,49.26777835254145
TJK,1200,34.75,33.33333333333333,28.666666666666668,74.75,26.333333333333332,72.83333333333334,39.41666666666666
TUN,1208,65.7672849915683,45.97116200169636,76.51006711409396,81.03592314118629,58.6352148272957,61.47332768839966,35.2283798791707
TUR,2415,31.62544169611308,19.1705069124424,37.96125461254613,64.91152352179542,41.86991869918699,40.03421727972626,12.83469399600935
TWN,1223,68.4988065601149,20.536120670283115,9.184287073209903,45.49080511682875,31.074416116993035,19.637150436895478,79.85064015718811
UKR,1289,34.97995259042199,12.050114180557532,33.1026172479088,71.6441288135742,45.80820685704254,31.86160203252666,13.927449523070713
URY,1000,43.60332820838721,25.097357612450192,30.841013241961683,17.785140103235573,30.138052735260278,80.19900696057782,37.859672578875724
USA,2596,55.53830975242957,29.839936750032315,20.53482735745031,67.95479326881508,38.70345748424692,58.99947201016107,64.84341914501157
UZB,1250,48.88,26.72,14.879999999999999,73.6,33.36,74.95784148397976,60.72
VEN,1190,35.46218487394958,16.89075630252101,68.99159663865547,35.96638655462185,23.865546218487395,77.81512605042018,-16.63865546218487
VNM,1200,41.583333333333336,26.166666666666664,55.08333333333333,51.74999999999999,45.08333333333333,83.58333333333333,12.666666666666671
ZWE,1215,35.390946502057616,5.020576131687243,57.4485596707819,74.32098765432099,28.31275720164609,87.00331125827815,-17.037037037037038
