geo_id,usage_count,directive,feedback loop,task iteration,learning,validation,none,wave,automation,automation_classified,augmentation,above_threshold
SVN,583.0,37.39279588336192,11.83533447684391,21.09777015437393,24.356775300171527,3.945111492281303,,2025-08,49.22813036020583,49.913043478260875,49.39965694682676,True
SWE,3775.0,32.503311258278146,13.43046357615894,19.94701986754967,27.125827814569536,4.847682119205298,2.1456953642384105,2025-08,45.93377483443709,46.94098538170006,51.9205298013245,True
SWZ,40.0,37.5,,37.5,,,,2025-08,,,37.5,False
SXM,0.0,,,,,,,2025-08,,,,False
SYC,19.0,,,,,,,2025-08,,,,False
TCA,0.0,,,,,,,2025-08,,,,False
TCD,67.0,59.70149253731343,,,,,,2025-08,,,,False
TGO,159.0,42.76729559748428,10.062893081761008,30.81761006289308,12.57861635220126,,,2025-08,52.83018867924528,54.90196078431372,43.39622641509434,False
THA,12219.0,44.01342172027171,8.748670103936492,21.93305507815697,18.77404042884033,4.141091742368443,2.3897209264260577,2025-08,52.7620918242082,54.0538274503228,44.84818724936574,True
TJK,98.0,40.81632653061224,,18.367346938775512,23.46938775510204,,,2025-08,,,41.83673469387755,False
TKM,18.0,,,,,,,2025-08,,,,False
TLS,34.0,47.05882352941176,,,,,,2025-08,,,,False
TON,0.0,,,,,,,2025-08,,,,False
TTO,176.0,46.590909090909086,,20.454545454545457,24.431818181818183,,,2025-08,,,44.88636363636364,False
TUN,1886.0,41.51643690349947,17.28525980911983,22.64050901378579,12.24814422057264,3.4464475079533403,2.863202545068929,2025-08,58.8016967126193,60.53493449781659,38.33510074231177,True
TUR,10402.0,35.62776389155932,17.217842722553357,21.332436069986542,19.428955970005767,4.018457988848299,2.374543357046722,2025-08,52.845606614112675,54.13096996553423,44.779850028840606,True
TUV,0.0,,,,,,,2025-08,,,,False
TWN,9680.0,36.00206611570248,9.473140495867767,20.051652892561982,27.12809917355372,4.845041322314049,2.5,2025-08,45.47520661157025,46.64123755032846,52.02479338842976,True
TZA,405.0,45.92592592592592,15.06172839506173,16.543209876543212,16.543209876543212,,,2025-08,60.987654320987644,64.82939632545931,33.086419753086425,True
UGA,608.0,43.91447368421053,11.513157894736842,23.026315789473685,16.611842105263158,3.125,,2025-08,55.42763157894737,56.44891122278056,42.76315789473684,True
UKR,6122.0,38.61483175432865,12.071218556027445,21.251225089839924,21.77393008820647,4.067298268539693,2.221496243057824,2025-08,50.686050310356094,51.837621115937196,47.092453446586084,True
URY,762.0,44.09448818897638,11.94225721784777,17.322834645669293,21.522309711286088,3.2808398950131235,,2025-08,56.036745406824146,57.08556149732621,42.125984251968504,True
USA,208200.0,36.96061479346782,8.262728146013448,21.176272814601344,21.271853986551392,4.482228626320845,7.846301633045148,2025-08,45.22334293948127,49.07382312471334,46.930355427473586,True
UZB,479.0,40.292275574112736,12.10855949895616,18.789144050104383,21.920668058455114,3.966597077244259,,2025-08,52.4008350730689,53.97849462365591,44.676409185803756,True
VCT,0.0,,,,,,,2025-08,,,,False
VGB,0.0,,,,,,,2025-08,,,,False
VIR,0.0,,,,,,,2025-08,,,,False
VNM,10651.0,40.33424091634589,11.510656276405973,22.2889869495822,18.862078678058396,4.469063937658436,2.534973241949113,2025-08,51.844897192751866,53.193333975532234,45.620129565299024,True
VUT,0.0,,,,,,,2025-08,,,,False
WSM,0.0,,,,,,,2025-08,,,,False
XKX,118.0,47.45762711864407,12.71186440677966,20.33898305084746,14.40677966101695,,,2025-08,60.16949152542373,63.39285714285713,34.74576271186441,False
ZAF,5152.0,41.77018633540372,9.99611801242236,23.796583850931675,17.857142857142858,4.05667701863354,2.5232919254658386,2025-08,51.76630434782608,53.106332138590204,45.710403726708066,True
ZMB,359.0,51.25348189415042,8.07799442896936,21.72701949860724,13.649025069637885,,,2025-08,59.33147632311978,62.64705882352941,35.37604456824513,True
ZWE,370.0,48.10810810810811,10.27027027027027,22.972972972972975,12.162162162162163,,,2025-08,58.378378378378386,62.42774566473989,35.13513513513514,True
not_classified,150999.0,,,,,,,2025-08,,,,True
AD,70.0,21.428571428571427,,37.142857142857146,,,,2025-11,,,37.142857142857146,False
AE,3883.0,32.44913726500129,11.949523564254443,32.19160442956477,16.662374452742725,4.815864022662889,1.931496265773886,2025-11,44.39866082925573,45.273109243697476,53.66984290497038,True
AG,32.0,,,,,,,2025-11,,,,False
AL,329.0,26.74772036474164,21.88449848024316,27.0516717325228,19.756838905775076,,,2025-11,48.6322188449848,50.955414012738856,46.808510638297875,True
AM,533.0,33.95872420262664,11.44465290806754,27.95497185741088,19.51219512195122,5.065666041275797,,2025-11,45.40337711069418,46.360153256704976,52.532833020637895,True
AO,265.0,44.528301886792455,11.320754716981131,25.660377358490567,15.09433962264151,,,2025-11,55.84905660377359,57.8125,40.75471698113208,True
AR,6088.0,29.714191852825227,15.850854139290409,26.001971090670175,21.64914586070959,4.451379763469119,2.3324572930354797,2025-11,45.565045992115635,46.653212243525054,52.10249671484888,True
AT,3036.0,26.416337285902504,13.570487483530965,26.844532279314887,25.494071146245066,5.7641633728590245,1.9104084321475625,2025-11,39.98682476943347,40.76561450638012,58.102766798418976,True
AU,15488.0,28.22184917355372,10.71797520661157,30.50103305785124,22.81120867768595,5.804493801652892,1.943440082644628,2025-11,38.93982438016529,39.71159544347139,59.11673553719008,True
AW,15.0,,,,,,,2025-11,,,,False
AZ,563.0,28.95204262877442,18.650088809946713,24.866785079928952,19.715808170515096,4.085257548845471,3.7300177619893424,2025-11,47.60213143872113,49.44649446494465,48.66785079928952,True
BA,334.0,29.64071856287425,20.35928143712575,22.45508982035928,21.856287425149706,4.491017964071856,,2025-11,50.0,50.60606060606061,48.802395209580844,True
BB,81.0,45.67901234567901,,22.22222222222222,,,,2025-11,,,22.22222222222222,False
BD,2914.0,35.51818805765271,12.93754289636239,26.115305422100203,18.94303363074811,3.740562800274537,2.7453671928620453,2025-11,48.455730954015095,49.82357092448835,48.79890185312285,True
BE,4421.0,26.69079393802307,14.860891201085726,27.708663198371408,23.026464600769057,5.541732639674281,2.1714544220764536,2025-11,41.5516851391088,42.47398843930636,56.276860438814744,True
BF,344.0,33.43023255813954,11.33720930232558,25.872093023255815,22.67441860465116,,,2025-11,44.76744186046511,47.975077881619946,48.54651162790697,True
BG,1465.0,28.464163822525595,15.426621160409557,24.7098976109215,23.48122866894198,4.573378839590444,3.3447098976109215,2025-11,43.89078498293515,45.409604519774014,52.76450511945393,True
